invoice_id,vendor_id,vendor_name,contract_id,po_number,invoice_date,due_date,category,description,base_amount,gst_rate,gst_amount,total_amount,tds_rate,tds_amount,discount_amount,late_penalty,net_payable,amount_paid,invoice_status,payment_status,payment_method,payment_date,days_to_payment,days_overdue,approval_date,verified_by,rejection_reason,num_line_items,three_way_match,fraud_risk_score,fraud_flag,outstanding_amount
INV01746,VEN01422,Vendor 1422,CONT01707,PO2384,2025-08-18,2025-10-02,Material Supply,Material Supply - As per contract terms,119205.37,0,0.0,119205.37,1,1192.05,0,0.0,118013.32,0.0,Cancelled,Rejected,,,,0,,,None,1,,0.1436,No,118013.32
INV01747,VEN00550,Vendor 550,CONT01891,PO2078,2024-04-02,2024-05-02,Milestone Payment,Progress billing - Month 8,1167388.17,5,58369.41,1225757.58,0,0.0,0,245151.52,1470909.09,0.0,Approved,Overdue,,,,615,2024-04-05,Contract Administrator,None,14,Partial Match,0.3224,No,1470909.09
INV01748,VEN00863,Vendor 863,CONT01171,PO3680,2025-12-24,2026-01-23,Change Order Payment,Material supply and installation,169652.85,28,47502.8,217155.65,1,1696.53,0,0.0,215459.12,0.0,Under Review,Approved,,,,0,,,None,8,Matched,0.115,No,215459.12
INV01749,VEN01306,Vendor 1306,CONT00497,PO3722,2024-03-15,2024-05-14,Maintenance Charges,Maintenance Charges - As per contract terms,2369473.26,18,426505.19,2795978.45,5,118473.66,0,559195.69,3236700.47,0.0,Approved,Overdue,,,,603,2024-03-25,Finance Manager,None,14,Partial Match,0.2096,No,3236700.47
INV01750,VEN00617,Vendor 617,CONT00953,PO1910,2025-05-10,2025-08-08,Material Supply,Work completion for Material Supply,373866.31,5,18693.32,392559.62,10,37386.63,0,19627.98,374800.97,0.0,Submitted,Overdue,,,,152,,,None,12,Partial Match,0.2207,No,374800.97
INV01751,VEN00139,Vendor 139,CONT01771,PO3352,2024-03-17,2024-05-16,Retention Release,Retention Release - As per contract terms,276457.16,5,13822.86,290280.02,2,5529.14,0,0.0,284750.88,122415.48,Partially Paid,Partially Paid,IMPS,2024-05-14,58.0,0,2024-03-24,,None,2,Mismatch,0.3533,No,162335.40000000002
INV01752,VEN00887,Vendor 887,CONT00908,PO4473,2024-12-30,2025-02-28,Maintenance Charges,Work completion for Maintenance Charges,138403.81,5,6920.19,145324.0,10,13840.38,0,0.0,131483.62,0.0,Cancelled,Rejected,,,,0,,,None,5,,0.1479,No,131483.62
INV01753,VEN01376,Vendor 1376,CONT01209,PO1322,2025-07-03,2025-09-01,Final Payment,Services rendered - Final Payment,3010711.61,5,150535.58,3161247.19,2,60214.23,0,0.0,3101032.96,0.0,Disputed,Under Review,,,,0,,,Work Not Completed,15,Partial Match,0.4146,No,3101032.96
INV01754,VEN01289,Vendor 1289,CONT01840,PO9826,2024-02-11,2024-03-27,Progress Payment,Labor charges for project work,153501.25,12,18420.15,171921.4,0,0.0,0,0.0,171921.4,0.0,Rejected,Rejected,,,,0,,,Quality Issues,15,,0.0749,No,171921.4
INV01755,VEN01464,Vendor 1464,CONT01678,PO6351,2024-09-24,2024-11-08,Progress Payment,Progress billing - Month 1,206078.34,12,24729.4,230807.74,0,0.0,0,0.0,230807.74,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.0192,No,230807.74
INV01756,VEN00059,Vendor 59,CONT00999,PO2166,2024-01-12,2024-02-11,Material Supply,Progress billing - Month 3,9863992.77,18,1775518.7,11639511.46,0,0.0,0,0.0,11639511.46,11639511.46,Paid,Paid,IMPS,2024-02-07,26.0,0,2024-01-17,Accounts Head,None,15,Matched,0.1187,No,0.0
INV01757,VEN00321,Vendor 321,CONT00761,PO6656,2024-12-21,2025-01-20,Final Payment,Services rendered - Final Payment,279811.29,0,0.0,279811.29,5,13990.56,0,30779.24,296599.97,0.0,Verified,Overdue,,,,352,,Project Manager,None,14,Matched,0.2835,No,296599.97
INV01758,VEN01494,Vendor 1494,CONT01411,PO4778,2025-02-23,2025-04-24,Overtime Charges,Services rendered - Overtime Charges,69317631.55,18,12477173.68,81794805.23,0,0.0,0,0.0,81794805.23,52839711.02,Partially Paid,Partially Paid,Letter of Credit,2025-05-09,75.0,0,2025-03-02,,None,15,Matched,0.1918,No,28955094.21
INV01759,VEN01294,Vendor 1294,CONT01331,PO9789,2025-08-25,2025-10-24,Labor Charges,Services rendered - Labor Charges,427953.0,18,77031.54,504984.54,0,0.0,0,0.0,504984.54,0.0,Cancelled,Rejected,,,,0,,,None,11,,0.1314,No,504984.54
INV01760,VEN01827,Vendor 1827,CONT01943,PO1896,2024-10-21,2024-12-05,Material Supply,Professional services - Material Supply,443300.36,0,0.0,443300.36,5,22165.02,0,0.0,421135.34,0.0,Cancelled,Rejected,,,,0,,,None,1,,0.0629,No,421135.34
INV01761,VEN01152,Vendor 1152,CONT01351,PO1621,2024-12-08,2025-02-06,Change Order Payment,Equipment rental charges,3180408.93,18,572473.61,3752882.54,0,0.0,0,0.0,3752882.54,3752882.54,Paid,Paid,RTGS,2025-02-20,74.0,0,2024-12-17,Finance Manager,None,1,Matched,0.0088,No,0.0
INV01762,VEN01877,Vendor 1877,CONT00583,PO5604,2024-11-05,2024-12-05,Reimbursement,Services rendered - Reimbursement,147447.07,5,7372.35,154819.42,5,7372.35,0,20126.52,167573.59,0.0,Verified,Overdue,,,,398,,Site Engineer,None,9,Partial Match,0.2428,No,167573.59
INV01763,VEN00498,Vendor 498,CONT01137,,2024-07-20,2024-08-19,Labor Charges,Professional services - Labor Charges,57850573.48,28,16198160.58,74048734.06,2,1157011.47,0,11847797.45,84739520.04,0.0,Approved,Overdue,,,,506,2024-07-27,Site Engineer,None,15,,0.1421,No,84739520.04
INV01764,VEN01211,Vendor 1211,CONT00782,PO3565,2025-01-29,2025-04-29,Overtime Charges,Labor charges for project work,3913985.38,18,704517.37,4618502.74,5,195699.27,0,0.0,4422803.48,0.0,Rejected,Rejected,,,,0,,,Missing Documents,3,,0.1648,No,4422803.48
INV01765,VEN01483,Vendor 1483,CONT01308,PO1290,2024-06-18,2024-07-18,Change Order Payment,Change Order Payment - As per contract terms,4391608.29,18,790489.49,5182097.78,1,43916.08,0,880956.62,6019138.32,0.0,Under Review,Overdue,,,,538,,,None,6,Partial Match,0.297,No,6019138.32
INV01766,VEN01459,Vendor 1459,CONT01600,PO5263,2025-12-08,2026-01-22,Progress Payment,Progress Payment - As per contract terms,14054906.68,28,3935373.87,17990280.55,10,1405490.67,0,0.0,16584789.88,5831545.57,Partially Paid,Partially Paid,Letter of Credit,2026-02-02,56.0,0,2025-12-16,,None,7,Partial Match,0.0962,No,10753244.31
INV01767,VEN01156,Vendor 1156,CONT00073,,2024-10-18,2025-01-16,Professional Services,Labor charges for project work,2380353.42,12,285642.41,2665995.84,0,0.0,0,293259.54,2959255.38,0.0,Verified,Overdue,,,,356,,Finance Manager,None,15,,0.2167,No,2959255.38
INV01768,VEN00720,Vendor 720,CONT01370,PO1266,2024-04-24,2024-06-23,Reimbursement,Labor charges for project work,4986106.1,5,249305.31,5235411.41,0,0.0,0,942374.05,6177785.46,0.0,Verified,Overdue,,,,563,,Site Engineer,None,4,Mismatch,0.5084,No,6177785.46
INV01769,VEN00709,Vendor 709,CONT00878,PO8881,2025-02-01,2025-03-18,Advance Payment,Advance Payment - As per contract terms,15552587.82,18,2799465.81,18352053.63,1,155525.88,0,1651684.83,19848212.58,0.0,Submitted,Overdue,,,,295,,,None,2,Matched,0.1914,No,19848212.58
INV01770,VEN00852,Vendor 852,CONT00221,PO6604,2024-12-22,2025-02-20,Professional Services,Material supply and installation,1191645.21,0,0.0,1191645.21,1,11916.45,0,0.0,1179728.76,1179728.76,Paid,Paid,NEFT,2025-02-17,57.0,0,2024-12-28,Finance Manager,None,6,Partial Match,0.118,No,0.0
INV01771,VEN00065,Vendor 65,CONT01039,PO7418,2025-11-30,2026-01-14,Maintenance Charges,Labor charges for project work,11021923.87,18,1983946.3,13005870.16,1,110219.24,0,0.0,12895650.92,0.0,Verified,Pending,,,,0,,Accounts Head,None,3,Matched,0.0026,No,12895650.92
INV01772,VEN01635,Vendor 1635,CONT01626,PO4703,2025-03-24,2025-05-08,Professional Services,Professional Services - As per contract terms,352062.72,0,0.0,352062.72,0,0.0,0,28165.02,380227.74,0.0,Approved,Overdue,,,,244,2025-03-27,Site Engineer,None,6,Matched,0.3439,No,380227.74
INV01773,VEN00570,Vendor 570,CONT00218,PO9550,2024-10-15,2025-01-13,Material Supply,Labor charges for project work,53064983.94,18,9551697.11,62616681.05,1,530649.84,0,6887834.92,68973866.12,0.0,Verified,Overdue,,,,359,,Project Manager,None,12,Mismatch,0.5427,No,68973866.12
INV01774,VEN00927,Vendor 927,CONT01594,PO8669,2025-02-05,2025-05-06,Progress Payment,Work completion for Progress Payment,107327.64,0,0.0,107327.64,1,1073.28,0,8586.21,114840.57,0.0,Under Review,Overdue,,,,246,,,None,6,Partial Match,0.3804,No,114840.57
INV01775,VEN00210,Vendor 210,CONT00378,PO7763,2025-01-03,2025-02-02,Change Order Payment,Progress billing - Month 9,3037379.07,0,0.0,3037379.07,2,60747.58,0,334111.7,3310743.19,0.0,Approved,Overdue,,,,339,2025-01-12,Finance Manager,None,13,Partial Match,0.2851,No,3310743.19
INV01776,VEN01641,Vendor 1641,CONT00236,PO2358,2025-07-06,2025-08-20,Maintenance Charges,Equipment rental charges,287241.98,12,34469.04,321711.02,2,5744.84,0,0.0,315966.18,0.0,Disputed,Under Review,,,,0,,,Missing Documents,13,Partial Match,0.4063,No,315966.18
INV01777,VEN00662,Vendor 662,CONT01699,PO4135,2024-06-21,2024-08-20,Retention Release,Material supply and installation,56665.92,5,2833.3,59499.22,2,1133.32,0,9519.88,67885.78,0.0,Verified,Overdue,,,,505,,Site Engineer,None,9,Mismatch,0.4479,No,67885.78
INV01778,VEN00158,Vendor 158,CONT00615,PO2995,2024-12-27,2025-01-26,Advance Payment,Progress billing - Month 12,17563972.49,0,0.0,17563972.49,10,1756397.25,0,1932036.97,17739612.22,0.0,Submitted,Overdue,,,,346,,,None,7,Partial Match,0.2997,No,17739612.22
INV01779,VEN00510,Vendor 510,CONT01372,PO3051,2024-05-29,2024-08-27,Progress Payment,Services rendered - Progress Payment,610282.75,18,109850.9,720133.65,0,0.0,0,115221.38,835355.03,0.0,Verified,Overdue,,,,498,,Finance Manager,None,14,Mismatch,0.6491,No,835355.03
INV01780,VEN01386,Vendor 1386,CONT01228,,2025-08-13,2025-10-12,Emergency Work,Emergency Work - As per contract terms,3020895.08,5,151044.75,3171939.84,2,60417.9,0,63438.8,3174960.73,0.0,Approved,Overdue,,,,87,2025-08-15,Accounts Head,None,5,,0.1511,No,3174960.73
INV01781,VEN01057,Vendor 1057,CONT00213,PO1036,2025-09-15,2025-10-15,Retention Release,Services rendered - Retention Release,492473.04,0,0.0,492473.04,1,4924.73,0,0.0,487548.31,0.0,Rejected,Rejected,,,,0,,,Price Mismatch,8,,0.0619,No,487548.31
INV01782,VEN00923,Vendor 923,CONT00079,PO1356,2024-08-10,2024-10-09,Labor Charges,Labor charges for project work,385178.07,0,0.0,385178.07,5,19258.9,0,0.0,365919.17,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,9,Matched,0.4828,No,365919.17
INV01783,VEN00725,Vendor 725,CONT01563,,2024-12-03,2025-02-01,Material Supply,Labor charges for project work,4758646.71,5,237932.34,4996579.05,5,237932.34,0,0.0,4758646.71,3001260.3,Partially Paid,Partially Paid,IMPS,2025-02-26,85.0,0,2024-12-08,,None,12,,0.043,No,1757386.4100000001
INV01784,VEN01920,Vendor 1920,CONT00922,PO4747,2025-04-10,2025-06-09,Maintenance Charges,Maintenance Charges - As per contract terms,3260465.91,28,912930.46,4173396.37,5,163023.3,0,292137.75,4302510.82,0.0,Submitted,Overdue,,,,212,,,None,4,Partial Match,0.3746,No,4302510.82
INV01785,VEN00592,Vendor 592,CONT00183,PO1745,2025-06-30,2025-09-28,Retention Release,Professional services - Retention Release,425055.05,0,0.0,425055.05,1,4250.55,0,0.0,420804.5,0.0,Rejected,Rejected,,,,0,,,Unauthorized Work,4,,0.0695,No,420804.5
INV01786,VEN01896,Vendor 1896,CONT01942,PO2550,2024-11-26,2025-01-10,Milestone Payment,Professional services - Milestone Payment,662925.66,0,0.0,662925.66,10,66292.57,0,0.0,596633.09,0.0,Cancelled,Rejected,,,,0,,,None,5,,0.0331,No,596633.09
INV01787,VEN00463,Vendor 463,CONT00812,PO9500,2025-11-29,2026-02-27,Retention Release,Material supply and installation,176404.47,12,21168.54,197573.01,10,17640.45,0,0.0,179932.56,0.0,Cancelled,Rejected,,,,0,,,None,15,,0.1182,No,179932.56
INV01788,VEN01042,Vendor 1042,CONT00517,PO2176,2024-07-26,2024-08-25,Equipment Rental,Labor charges for project work,342334.14,18,61620.14,403954.28,0,0.0,0,64632.68,468586.96,0.0,Submitted,Overdue,,,,500,,,None,13,Partial Match,0.3398,No,468586.96
INV01789,VEN01765,Vendor 1765,CONT00455,PO2210,2024-03-08,2024-06-06,Material Supply,Services rendered - Material Supply,1894740.43,5,94737.02,1989477.45,1,18947.4,0,378000.72,2348530.76,0.0,Submitted,Overdue,,,,580,,,None,2,Partial Match,0.2514,No,2348530.76
INV01790,VEN00867,Vendor 867,CONT01705,PO4726,2025-11-14,2025-12-14,Retention Release,Professional services - Retention Release,1265995.41,0,0.0,1265995.41,2,25319.91,0,0.0,1240675.5,1240675.5,Paid,Paid,Cheque,2026-01-10,57.0,0,2025-11-24,Contract Administrator,None,14,Matched,0.0467,No,0.0
INV01791,VEN01356,Vendor 1356,CONT01063,PO4994,2025-03-02,2025-05-31,Emergency Work,Work completion for Emergency Work,10610384.08,5,530519.2,11140903.28,1,106103.84,0,779863.23,11814662.67,0.0,Approved,Overdue,,,,221,2025-03-06,Procurement Head,None,14,Matched,0.3391,No,11814662.67
INV01792,VEN00638,Vendor 638,CONT01265,PO8445,2024-01-26,2024-03-11,Labor Charges,Labor charges for project work,4909760.27,5,245488.01,5155248.29,5,245488.01,0,1134154.62,6043914.9,0.0,Approved,Overdue,,,,667,2024-02-03,Project Manager,None,11,Matched,0.37,No,6043914.9
INV01793,VEN01564,Vendor 1564,CONT00876,PO4991,2024-01-26,2024-03-11,Retention Release,Equipment rental charges,3729456.22,5,186472.81,3915929.03,1,37294.56,0,861504.39,4740138.86,0.0,Verified,Overdue,,,,667,,Accounts Head,None,14,Mismatch,0.541,No,4740138.86
INV01794,VEN01134,Vendor 1134,CONT00929,PO8214,2024-02-27,2024-03-28,Retention Release,Labor charges for project work,4959648.31,5,247982.42,5207630.72,2,99192.97,0,1093602.45,6202040.21,0.0,Under Review,Overdue,,,,650,,,None,15,Matched,0.2161,No,6202040.21
INV01795,VEN01146,Vendor 1146,CONT01313,,2025-09-25,2025-12-24,Reimbursement,Services rendered - Reimbursement,193743.5,28,54248.18,247991.68,1,1937.44,0,0.0,246054.25,0.0,Approved,Overdue,,,,14,2025-09-28,Accounts Head,None,7,,0.1395,No,246054.25
INV01796,VEN01204,Vendor 1204,CONT01142,PO6368,2024-04-19,2024-06-03,Material Supply,Labor charges for project work,10897173.73,18,1961491.27,12858665.0,1,108971.74,0,2443146.35,15192839.61,0.0,Verified,Overdue,,,,583,,Finance Manager,None,1,Partial Match,0.318,No,15192839.61
INV01797,VEN00473,Vendor 473,CONT01228,PO1897,2025-05-08,2025-07-07,Change Order Payment,Progress billing - Month 7,363024.59,0,0.0,363024.59,10,36302.46,0,0.0,326722.13,0.0,Cancelled,Rejected,,,,0,,,None,6,,0.0659,No,326722.13
INV01798,VEN01273,Vendor 1273,CONT01893,PO8531,2025-07-13,2025-10-11,Progress Payment,Equipment rental charges,350064.13,0,0.0,350064.13,0,0.0,0,7001.28,357065.41,0.0,Approved,Overdue,,,,88,2025-07-20,Finance Manager,None,2,Matched,0.1124,No,357065.41
INV01799,VEN01614,Vendor 1614,CONT00517,PO5963,2024-04-08,2024-05-08,Final Payment,Progress billing - Month 9,17831235.67,0,0.0,17831235.67,0,0.0,0,3566247.13,21397482.8,0.0,Verified,Overdue,,,,609,,Project Manager,None,11,Mismatch,0.7024,No,21397482.8
INV01800,VEN01566,Vendor 1566,CONT01394,PO8638,2024-02-03,2024-05-03,Equipment Rental,Material supply and installation,353234.21,5,17661.71,370895.92,0,0.0,0,74179.18,445075.1,0.0,Submitted,Overdue,,,,614,,,None,9,Mismatch,0.6194,No,445075.1
INV01801,VEN01923,Vendor 1923,CONT00744,PO2337,2025-02-16,2025-05-17,Milestone Payment,Progress billing - Month 3,1069003.38,0,0.0,1069003.38,10,106900.34,0,74830.24,1036933.28,0.0,Verified,Overdue,,,,235,,Contract Administrator,None,1,Mismatch,0.5427,No,1036933.28
INV01802,VEN00985,Vendor 985,CONT00788,PO6191,2025-11-03,2025-12-18,Reimbursement,Reimbursement - As per contract terms,135312.48,12,16237.5,151549.98,0,0.0,0,0.0,151549.98,0.0,Cancelled,Rejected,,,,0,,,None,7,,0.1826,No,151549.98
INV01803,VEN01249,Vendor 1249,CONT01211,PO4737,2025-10-31,2026-01-29,Reimbursement,Services rendered - Reimbursement,1732617.74,5,86630.89,1819248.62,1,17326.18,0,0.0,1801922.45,0.0,Under Review,Processing,,,,0,,,None,12,Mismatch,0.3046,No,1801922.45
INV01804,VEN01615,Vendor 1615,CONT01843,PO6257,2024-07-09,2024-08-23,Change Order Payment,Change Order Payment - As per contract terms,17075649.03,0,0.0,17075649.03,1,170756.49,0,0.0,16904892.54,0.0,Cancelled,Rejected,,,,0,,,None,8,,0.1691,No,16904892.54
INV01805,VEN00339,Vendor 339,CONT01918,PO2902,2025-06-30,2025-08-29,Final Payment,Equipment rental charges,11217114.6,12,1346053.75,12563168.35,2,224342.29,0,0.0,12338826.06,12338826.06,Paid,Paid,IMPS,2025-10-24,116.0,0,2025-07-09,Contract Administrator,None,13,Matched,0.0618,No,0.0
INV01806,VEN01989,Vendor 1989,CONT00456,PO1914,2025-05-25,2025-06-24,Labor Charges,Professional services - Labor Charges,322249.91,28,90229.97,412479.89,0,0.0,0,0.0,412479.89,239636.09,Partially Paid,Partially Paid,Cheque,2025-07-19,55.0,0,2025-05-31,,None,12,Mismatch,0.5217,No,172843.80000000002
INV01807,VEN00342,Vendor 342,CONT01598,PO8667,2024-08-31,2024-11-29,Maintenance Charges,Material supply and installation,465032.45,28,130209.09,595241.54,0,0.0,0,0.0,595241.54,0.0,Rejected,Rejected,,,,0,,,Missing Documents,7,,0.0337,No,595241.54
INV01808,VEN00845,Vendor 845,CONT00366,PO9023,2024-11-26,2025-02-24,Emergency Work,Progress billing - Month 1,115589.39,12,13870.73,129460.12,10,11558.94,0,0.0,117901.18,117901.18,Paid,Paid,Online Payment,2025-02-23,89.0,0,2024-12-02,Accounts Head,None,10,Partial Match,0.1539,No,0.0
INV01809,VEN01478,Vendor 1478,CONT00933,,2024-06-01,2024-07-16,Maintenance Charges,Labor charges for project work,19651188.16,28,5502332.68,25153520.84,2,393023.76,0,0.0,24760497.08,8263172.52,Partially Paid,Partially Paid,IMPS,2024-07-20,49.0,0,2024-06-03,,None,5,,0.0959,No,16497324.559999999
INV01810,VEN00444,Vendor 444,CONT00802,PO5778,2024-09-27,2024-10-27,Advance Payment,Services rendered - Advance Payment,2415634.35,12,289876.12,2705510.48,5,120781.72,0,0.0,2584728.76,0.0,Disputed,Under Review,,,,0,,,Unauthorized Work,3,Mismatch,0.7172,No,2584728.76
INV01811,VEN00030,Vendor 30,CONT01113,PO3806,2025-11-24,2026-01-23,Labor Charges,Progress billing - Month 11,22565870.13,28,6318443.64,28884313.77,1,225658.7,0,0.0,28658655.07,0.0,Rejected,Rejected,,,,0,,,Documentation Error,9,,0.1599,No,28658655.07
INV01812,VEN00081,Vendor 81,CONT01819,,2024-09-10,2024-10-25,Milestone Payment,Progress billing - Month 3,248619.54,18,44751.52,293371.06,2,4972.39,0,0.0,288398.67,288398.67,Paid,Paid,Letter of Credit,2024-12-23,104.0,0,2024-09-18,Project Manager,None,1,,0.1234,No,0.0
INV01813,VEN01731,Vendor 1731,CONT00047,PO7480,2024-06-22,2024-08-21,Final Payment,Equipment rental charges,1640229.34,0,0.0,1640229.34,5,82011.47,0,0.0,1558217.88,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,13,,0.4967,No,1558217.88
INV01814,VEN01498,Vendor 1498,CONT01497,PO5193,2025-02-05,2025-04-06,Material Supply,Services rendered - Material Supply,369218.55,0,0.0,369218.55,2,7384.37,0,33229.67,395063.84,0.0,Approved,Overdue,,,,276,2025-02-10,Procurement Head,None,10,Mismatch,0.4033,No,395063.84
INV01815,VEN01414,Vendor 1414,CONT00098,PO5499,2025-12-24,2026-02-07,Labor Charges,Labor Charges - As per contract terms,253308.56,5,12665.43,265973.99,1,2533.09,0,0.0,263440.9,84075.36,Partially Paid,Partially Paid,RTGS,2026-03-07,73.0,0,2025-12-29,,None,11,Matched,0.1992,No,179365.54000000004
INV01816,VEN00678,Vendor 678,CONT01653,PO7984,2025-06-11,2025-07-11,Labor Charges,Equipment rental charges,7123187.24,28,1994492.43,9117679.67,0,0.0,0,547060.78,9664740.45,0.0,Approved,Overdue,,,,180,2025-06-13,Contract Administrator,None,4,Mismatch,0.5783,No,9664740.45
INV01817,VEN00626,Vendor 626,CONT00019,PO8607,2025-04-27,2025-06-11,Reimbursement,Services rendered - Reimbursement,218217.34,12,26186.08,244403.43,0,0.0,0,17108.24,261511.67,0.0,Submitted,Overdue,,,,210,,,None,7,Matched,0.2124,No,261511.67
INV01818,VEN00595,Vendor 595,CONT01616,PO2571,2025-02-01,2025-03-03,Milestone Payment,Progress billing - Month 12,345149.68,18,62126.94,407276.62,5,17257.48,0,0.0,390019.13,390019.13,Paid,Paid,Demand Draft,2025-03-11,38.0,0,2025-02-02,Site Engineer,None,9,Matched,0.0717,No,0.0
INV01819,VEN00651,Vendor 651,CONT01676,PO3664,2025-12-19,2026-03-19,Maintenance Charges,Professional services - Maintenance Charges,3672856.24,0,0.0,3672856.24,1,36728.56,0,0.0,3636127.67,0.0,Approved,Approved,,,,0,2025-12-22,Procurement Head,None,6,Matched,0.1321,No,3636127.67
INV01820,VEN01132,Vendor 1132,CONT01916,PO3856,2025-11-18,2026-01-17,Professional Services,Work completion for Professional Services,7896598.09,18,1421387.66,9317985.75,5,394829.9,0,0.0,8923155.84,8923155.84,Paid,Paid,Letter of Credit,2026-02-06,80.0,0,2025-11-23,Contract Administrator,None,12,Partial Match,0.1492,No,0.0
INV01821,VEN01386,Vendor 1386,CONT00407,PO3902,2024-05-06,2024-07-05,Progress Payment,Labor charges for project work,6304094.28,12,756491.31,7060585.6,1,63040.94,0,0.0,6997544.65,3216565.89,Partially Paid,Partially Paid,NEFT,2024-07-27,82.0,0,2024-05-15,,None,12,Partial Match,0.0081,No,3780978.7600000002
INV01822,VEN00169,Vendor 169,CONT00912,PO6070,2025-03-30,2025-04-29,Advance Payment,Labor charges for project work,458814.18,12,55057.7,513871.88,10,45881.42,0,41109.75,509100.21,0.0,Verified,Overdue,,,,253,,Site Engineer,None,2,Matched,0.3161,No,509100.21
INV01823,VEN00451,Vendor 451,CONT00754,PO6262,2024-01-18,2024-03-18,Emergency Work,Professional services - Emergency Work,14911263.18,12,1789351.58,16700614.76,10,1491126.32,0,0.0,15209488.45,0.0,Rejected,Rejected,,,,0,,,Missing Documents,10,,0.089,No,15209488.45
