rfq_id,vendor_id,vendor_name,item_category,item_description,quantity,unit,rfq_date,submission_deadline,response_date,is_late_submission,quoted_price_per_unit,total_quoted_amount,gst_rate,gst_amount,total_with_gst,delivery_timeline_days,delivery_terms,payment_terms,warranty_months,technical_score,commercial_score,overall_score,response_status,rejection_reason,compliance_status,evaluation_date,award_date,rank,num_competitors,anomaly_score,is_anomaly,validity_days,contact_person,notes,market_avg_price,price_deviation_pct
RFQ01880,VEN01005,Vendor 1005,Waterproofing Membrane,Waterproofing Membrane - Grade B,308,Square Meter,2025-02-08,2025-02-17,2025-02-10,False,409.65,126172.27,28,35328.23,161500.5,82,CIF,"Advance 20%, Balance 80%",6,52.66,42.69,48.67,Rejected,High Price,Non-Compliant,,,,5,0.1941,No,60,Senior Manager,,6534.49,-93.73095681529851
RFQ01881,VEN01148,Vendor 1148,Aggregates,Aggregates - Grade C,5790,Nos,2025-08-27,2025-09-09,2025-08-28,False,1703.64,9864097.27,12,1183691.67,11047788.94,55,DAP,Bank Guarantee,0,75.45,85.38,79.42,Negotiation,None,Partially Compliant,2025-09-08,,,8,0.1384,No,60,Senior Manager,,4608.13,-63.029688832563316
RFQ01882,VEN00396,Vendor 396,Air Conditioners,Air Conditioners - Grade C,1730,Ton,2025-07-14,2025-08-02,2025-07-18,False,7466.57,12917162.18,12,1550059.46,14467221.64,42,FOB,Bank Guarantee,12,78.59,44.47,64.94,Rejected,High Price,Partially Compliant,,,,10,0.4402,No,120,Account Manager,Competitive pricing,5131.325000000001,45.509590602816985
RFQ01883,VEN01042,Vendor 1042,Air Conditioners,Air Conditioners - Grade B,886,Pieces,2024-10-13,2024-10-31,2024-11-01,True,5965.24,5285201.03,0,0.0,5285201.03,90,Delivered to Site,Cash on Delivery,0,97.82,71.14,87.15,Rejected,Late Submission,Fully Compliant,,,,7,0.1352,No,45,Senior Manager,Partial compliance issues,5131.325000000001,16.251455520747545
RFQ01884,VEN01131,Vendor 1131,Excavators,Excavators - Grade C,3804,Ton,2025-04-11,2025-04-27,2025-04-14,False,4262.21,16213445.35,28,4539764.7,20753210.05,12,Delivered to Site,Net 30 days,12,62.46,55.53,59.68,Rejected,Delivery Timeline,Partially Compliant,,,,3,0.5028,Yes,120,Senior Manager,Partial compliance issues,5410.12,-21.217828809712167
RFQ01885,VEN01307,Vendor 1307,Plumbing Fixtures,Plumbing Fixtures - Grade Standard,637,Liters,2026-01-02,2026-01-28,2026-01-08,False,8562.13,5454074.6,28,1527140.89,6981215.48,24,DDP,"Advance 30%, Balance 70%",18,88.68,98.58,92.64,Shortlisted,None,Fully Compliant,2026-01-12,,4.0,8,0.1485,No,45,Director,,6904.08,24.015509669644604
RFQ01886,VEN00549,Vendor 549,Sand,Sand - Grade Premium,17,Nos,2025-04-04,2025-04-28,2025-05-01,True,9072.84,154238.25,5,7711.91,161950.16,128,Delivered to Site,Net 45 days,60,54.05,82.62,65.48,Rejected,Late Submission,Non-Compliant,,,,19,0.12,No,45,Sales Manager,,5310.355,70.85185453703191
RFQ01887,VEN00465,Vendor 465,Elevators,Elevators - Grade C,541,Meters,2025-03-03,2025-03-18,2025-03-06,False,3011308.61,1629117957.35,12,195494154.88,1824612112.23,177,DAP,"Advance 20%, Balance 80%",12,95.43,59.73,81.15,Negotiation,None,Fully Compliant,2025-03-21,,,17,0.0602,No,45,Senior Manager,,3174096.675,-5.1286423089177005
RFQ01888,VEN01761,Vendor 1761,Generators,Generators - Grade A,208,Cubic Meter,2025-11-16,2025-11-24,2025-11-17,False,4927987.41,1025021381.5,5,51251069.07,1076272450.57,148,DDP,LC at Sight,48,74.15,50.9,64.85,Negotiation,None,Partially Compliant,2025-11-28,,,19,0.3884,No,90,Sales Manager,Meets all specifications,3172694.88,55.32497124337403
RFQ01889,VEN00959,Vendor 959,Glass,Glass - Grade B,3054,Ton,2025-07-02,2025-07-16,2025-07-14,False,7358.87,22473977.62,0,0.0,22473977.62,127,Delivered to Site,Net 45 days,12,73.17,62.15,68.76,Negotiation,None,Partially Compliant,2025-07-18,,,4,0.5923,No,45,Director,Additional clarifications needed,5730.715,28.411027245291375
RFQ01890,VEN01634,Vendor 1634,Lighting Fixtures,Lighting Fixtures - Grade C,3691,Bundles,2024-10-27,2024-11-06,2024-11-10,True,9247.28,34131728.9,0,0.0,34131728.9,9,CIF,Net 45 days,60,66.06,66.6,66.28,Rejected,Late Submission,Partially Compliant,,,,17,0.1379,No,60,Senior Manager,,4422.845,109.07990218965395
RFQ01891,VEN00230,Vendor 230,Concrete,Concrete - Grade Premium,655,Truckloads,2025-11-24,2025-12-23,2025-11-28,False,5986.89,3921410.24,18,705853.84,4627264.09,23,DDP,Net 30 days,12,98.85,79.68,91.19,Accepted,None,Fully Compliant,2025-12-02,,4.0,3,0.2935,No,30,Regional Manager,,3375.25,77.37619435597364
RFQ01892,VEN00620,Vendor 620,Structural Steel,Structural Steel - Grade Standard,71,Liters,2025-06-22,2025-06-30,2025-06-26,False,6134.48,435548.1,0,0.0,435548.1,54,CIF,Net 90 days,60,86.78,43.28,69.38,Shortlisted,None,Fully Compliant,2025-07-07,,6.0,3,0.4589,No,60,Regional Manager,Delivery timeline tight,5883.03,4.274158044409085
RFQ01893,VEN00222,Vendor 222,Lighting Fixtures,Lighting Fixtures - Grade Standard,3314,Pieces,2025-08-18,2025-09-16,2025-09-06,False,1678.59,5562841.4,28,1557595.59,7120436.99,49,Door Delivery,LC at Sight,18,93.71,42.82,73.36,Shortlisted,None,Fully Compliant,2025-09-10,,1.0,11,0.4903,No,90,Regional Manager,Established vendor,4422.845,-62.047279522569745
RFQ01894,VEN01860,Vendor 1860,Concrete,Concrete - Grade B,79,Nos,2024-11-30,2024-12-22,2024-12-21,False,3598.65,284293.67,28,79602.23,363895.9,87,DAP,30-60-90 days,6,56.0,67.02,60.41,Under Evaluation,None,Non-Compliant,2024-12-28,,,11,0.2007,No,90,Business Development Head,Price negotiable,3375.25,6.6187689800755525
RFQ01895,VEN00469,Vendor 469,Cement,Cement - Grade A,482,Bundles,2024-08-09,2024-08-25,2024-08-17,False,480.5,231602.57,18,41688.46,273291.04,45,CIF,Against Delivery,36,92.13,77.52,86.29,Shortlisted,None,Fully Compliant,2024-08-30,,3.0,10,0.0207,No,30,Account Manager,,3749.62,-87.18536811730256
RFQ01896,VEN00589,Vendor 589,Sand,Sand - Grade Premium,1649,Sets,2024-12-28,2025-01-22,2025-01-12,False,3989.59,6578831.92,28,1842072.94,8420904.86,23,FCA,Net 90 days,24,97.63,98.78,98.09,Accepted,None,Fully Compliant,2025-01-21,,5.0,4,0.1841,No,120,Business Development Head,,5310.355,-24.871501057838874
RFQ01897,VEN01325,Vendor 1325,Roofing Sheets,Roofing Sheets - Grade Premium,3005,Bags,2024-11-22,2024-12-04,2024-12-02,False,1074.46,3228750.71,5,161437.54,3390188.25,54,FOB,Progress Payment,6,54.27,60.26,56.66,Rejected,Missing Documents,Non-Compliant,,,,20,0.0709,No,30,Regional Manager,Good technical compliance,5080.91,-78.85300074199306
RFQ01898,VEN01501,Vendor 1501,Air Conditioners,Air Conditioners - Grade B,9807,Loads,2025-11-19,2025-12-02,2025-12-05,True,3710.3,36386948.85,0,0.0,36386948.85,36,Ex-Works,Bank Guarantee,24,82.42,66.21,75.94,Rejected,Late Submission,Fully Compliant,,,,14,0.2179,No,60,Director,Good technical compliance,5131.325000000001,-27.693139686143446
RFQ01899,VEN00909,Vendor 909,Windows,Windows - Grade Premium,928,Sets,2024-09-23,2024-10-02,2024-09-24,False,4167.61,3867542.23,18,696157.6,4563699.83,84,Ex-Works,Net 30 days,48,56.03,69.45,61.4,Negotiation,None,Non-Compliant,2024-10-04,,,8,0.0573,No,90,Sales Manager,Good technical compliance,4248.57,-1.9055823488844492
RFQ01900,VEN00650,Vendor 650,Cranes,Cranes - Grade Standard,3016,MT,2025-10-27,2025-11-08,2025-10-29,False,1628.37,4911176.86,5,245558.84,5156735.7,19,FCA,LC at Sight,60,53.75,87.59,67.29,Shortlisted,None,Non-Compliant,2025-11-02,,3.0,13,0.2268,No,30,Regional Manager,,4284.32,-61.99233483960115
RFQ01901,VEN00650,Vendor 650,Air Conditioners,Air Conditioners - Grade B,247,Square Meter,2024-08-12,2024-08-27,2024-08-27,False,993.39,245368.16,5,12268.41,257636.57,31,FOB,30-60-90 days,6,77.04,82.5,79.23,Negotiation,None,Partially Compliant,2024-08-31,,,12,0.1444,No,120,Senior Manager,Partial compliance issues,5131.325000000001,-80.64067273072743
RFQ01902,VEN01868,Vendor 1868,Safety Equipment,Safety Equipment - Grade Premium,1789,Square Meter,2025-04-09,2025-04-17,2025-04-13,False,9120.7,16316939.32,0,0.0,16316939.32,73,Door Delivery,Net 45 days,24,86.84,62.03,76.92,Negotiation,None,Fully Compliant,2025-04-21,,,18,0.169,No,30,Regional Manager,,4829.53,88.85274550525622
RFQ01903,VEN00669,Vendor 669,Sand,Sand - Grade Standard,7226,Units,2025-01-13,2025-01-27,2025-01-19,False,1080.95,7810930.26,0,0.0,7810930.26,72,FCA,Against Delivery,18,84.7,61.09,75.26,Under Evaluation,None,Fully Compliant,2025-01-21,,,17,0.1091,No,45,Regional Manager,Additional clarifications needed,5310.355,-79.64448704465144
RFQ01904,VEN01265,Vendor 1265,Plumbing Fixtures,Plumbing Fixtures - Grade B,27,Cubic Meter,2025-07-12,2025-07-29,2025-07-16,False,8015.27,216412.3,5,10820.61,227232.91,71,FCA,"Advance 30%, Balance 70%",0,62.36,40.4,53.58,Rejected,High Price,Partially Compliant,,,,20,0.5265,No,90,Senior Manager,Good technical compliance,6904.08,16.09468604071796
RFQ01905,VEN00487,Vendor 487,Lighting Fixtures,Lighting Fixtures - Grade Premium,6566,MT,2024-10-09,2024-10-26,2024-11-02,True,1784.89,11719591.16,18,2109526.41,13829117.57,84,FOB,30-60-90 days,0,72.95,92.0,80.57,Rejected,Late Submission,Partially Compliant,,,,6,0.1499,No,60,Regional Manager,,4422.845,-59.643849151394626
RFQ01906,VEN00820,Vendor 820,Sand,Sand - Grade C,894,MT,2025-07-04,2025-07-30,2025-07-24,False,3622.37,3238402.1,12,388608.25,3627010.35,68,CIF,Against Delivery,24,78.53,87.12,81.97,Negotiation,None,Partially Compliant,2025-08-08,,,13,0.2139,No,30,Account Manager,,5310.355,-31.78666962943155
RFQ01907,VEN01716,Vendor 1716,Gypsum Boards,Gypsum Boards - Grade B,541,Truckloads,2024-11-17,2024-11-30,2024-11-21,False,10598.52,5733797.55,12,688055.71,6421853.26,94,FOB,Against Delivery,24,61.44,60.12,60.91,Under Evaluation,None,Partially Compliant,2024-11-28,,,9,0.0241,No,45,Senior Manager,Fast delivery timeline,3335.015,217.79527228513217
RFQ01908,VEN01803,Vendor 1803,Concrete,Concrete - Grade Standard,96,Nos,2024-10-06,2024-11-03,2024-10-19,False,1097.25,105336.26,12,12640.35,117976.61,167,FCA,"Advance 30%, Balance 70%",36,59.73,82.09,68.67,Negotiation,None,Non-Compliant,2024-10-28,,,20,0.2799,No,30,Senior Manager,Delivery timeline tight,3375.25,-67.49129694096735
RFQ01909,VEN01301,Vendor 1301,Concrete,Concrete - Grade Standard,9705,Truckloads,2024-10-07,2024-10-23,2024-10-23,False,1729.7,16786765.16,18,3021617.73,19808382.89,76,FCA,Bank Guarantee,24,94.77,88.86,92.4,Accepted,None,Fully Compliant,2024-10-31,,1.0,19,0.231,No,60,Account Manager,Delivery timeline tight,3375.25,-48.753425672172426
RFQ01910,VEN01372,Vendor 1372,Marble,Marble - Grade C,291,Square Meter,2024-09-16,2024-10-15,2024-09-19,False,428.95,124825.64,12,14979.08,139804.71,150,FOB,Net 45 days,36,90.83,99.78,94.41,Awarded,None,Fully Compliant,2024-09-27,2024-11-17,10.0,20,0.0244,No,30,Director,,253.56,69.17100489036126
RFQ01911,VEN01655,Vendor 1655,Gypsum Boards,Gypsum Boards - Grade B,2334,Pieces,2025-09-24,2025-10-14,2025-10-03,False,11386.8,26576782.31,0,0.0,26576782.31,72,DDP,Net 60 days,18,74.24,49.87,64.49,Rejected,High Price,Partially Compliant,,,,9,0.603,Yes,45,Business Development Head,Premium quality offered,3335.015,241.43174768329376
RFQ01912,VEN01191,Vendor 1191,Aluminum,Aluminum - Grade B,246,Truckloads,2025-07-12,2025-08-11,2025-08-11,False,8264.3,2033016.72,12,243962.01,2276978.73,168,CIF,Net 30 days,0,51.07,76.88,61.4,Shortlisted,None,Non-Compliant,2025-08-13,,1.0,3,0.0616,No,45,Account Manager,Partial compliance issues,4717.645,75.17850537715319
RFQ01913,VEN01739,Vendor 1739,Aggregates,Aggregates - Grade Premium,3938,Nos,2025-02-25,2025-03-26,2025-03-20,False,5131.13,20206401.25,5,1010320.06,21216721.31,75,FOB,Net 60 days,24,96.69,87.43,92.99,Awarded,None,Fully Compliant,2025-03-23,2025-04-18,3.0,6,0.1085,No,45,Director,,4608.13,11.349506198826855
RFQ01914,VEN00672,Vendor 672,Gypsum Boards,Gypsum Boards - Grade B,3426,Feet,2025-09-09,2025-09-28,2025-09-14,False,7103.95,24338134.23,5,1216906.71,25555040.94,23,Ex-Factory,Against Delivery,0,55.78,53.83,55.0,Withdrawn,None,Non-Compliant,,,,12,0.3617,No,30,Regional Manager,,3335.015,113.01103593237212
RFQ01915,VEN01146,Vendor 1146,Solar Panels,Solar Panels - Grade C,83,Sets,2025-06-13,2025-06-23,2025-06-27,True,71650.55,5946995.4,5,297349.77,6244345.17,49,CIF,Bank Guarantee,24,53.58,40.89,48.5,Under Evaluation,None,Non-Compliant,2025-07-09,,,10,0.3905,No,30,Director,,91700.94,-21.86497761091653
RFQ01916,VEN00574,Vendor 574,Waterproofing Membrane,Waterproofing Membrane - Grade Premium,9732,Square Meter,2025-06-26,2025-07-22,2025-07-18,False,8099.6,78825335.47,5,3941266.77,82766602.24,46,Door Delivery,"Advance 20%, Balance 80%",48,60.77,80.4,68.62,Shortlisted,None,Partially Compliant,2025-07-30,,1.0,5,0.0423,No,120,Account Manager,Fast delivery timeline,6534.49,23.951524908600376
RFQ01917,VEN00538,Vendor 538,Scaffolding,Scaffolding - Grade Standard,566,Meters,2025-05-09,2025-05-16,2025-05-14,False,3774.7,2136482.55,18,384566.86,2521049.41,85,DAP,"Advance 30%, Balance 70%",6,62.99,77.22,68.68,Shortlisted,None,Partially Compliant,2025-05-16,,3.0,4,0.192,No,45,Regional Manager,Price negotiable,5843.41,-35.40244480534482
RFQ01918,VEN00004,Vendor 4,LED Lights,LED Lights - Grade Premium,19,Bags,2025-08-25,2025-09-03,2025-08-27,False,6874.65,130618.36,12,15674.2,146292.56,167,FCA,Net 60 days,6,52.02,85.91,65.58,Under Evaluation,None,Non-Compliant,2025-09-04,,,13,0.0899,No,60,Account Manager,Partial compliance issues,4739.14,45.06112923441804
RFQ01919,VEN01928,Vendor 1928,Excavators,Excavators - Grade Standard,593,Nos,2025-03-22,2025-04-01,2025-03-23,False,4226.41,2506258.53,18,451126.53,2957385.06,49,Delivered to Site,30-60-90 days,0,73.28,40.28,60.08,Under Evaluation,None,Partially Compliant,2025-04-04,,,19,0.4292,No,45,Account Manager,,5410.12,-21.87955165504647
RFQ01920,VEN01554,Vendor 1554,Windows,Windows - Grade B,81,Sets,2024-12-29,2025-01-25,2025-01-08,False,4038.61,327127.6,12,39255.31,366382.91,90,Delivered to Site,Net 60 days,60,93.76,98.16,95.52,Accepted,None,Fully Compliant,2025-01-13,,9.0,8,0.138,No,60,Business Development Head,Good technical compliance,4248.57,-4.941898097477495
RFQ01921,VEN01427,Vendor 1427,HVAC Units,HVAC Units - Grade B,529,Truckloads,2025-06-05,2025-06-26,2025-06-10,False,4269936.03,2258796157.7,0,0.0,2258796157.7,88,Delivered to Site,Bank Guarantee,36,96.37,89.24,93.52,Awarded,None,Fully Compliant,2025-06-12,2025-08-07,6.0,12,0.2698,No,30,Regional Manager,Good technical compliance,3493273.02,22.23310361238241
RFQ01922,VEN00127,Vendor 127,Granite,Granite - Grade Standard,73,Nos,2025-04-05,2025-04-18,2025-04-11,False,426.47,31132.01,0,0.0,31132.01,88,FOB,Against Delivery,48,84.84,61.1,75.35,Negotiation,None,Fully Compliant,2025-04-20,,,15,0.1511,No,120,Senior Manager,Delivery timeline tight,280.635,51.96607693267057
RFQ01923,VEN01374,Vendor 1374,Wiring,Wiring - Grade B,4479,Feet,2024-07-20,2024-08-07,2024-08-01,False,8260.92,37000643.73,12,4440077.25,41440720.97,112,Ex-Factory,"Advance 30%, Balance 70%",0,54.32,46.31,51.12,Under Evaluation,None,Non-Compliant,2024-08-05,,,16,0.4649,No,60,Regional Manager,,4583.610000000001,80.22737536570517
RFQ01924,VEN01758,Vendor 1758,Tiles,Tiles - Grade B,317,Liters,2024-08-03,2024-08-13,2024-08-23,True,260.9,82704.63,12,9924.56,92629.19,53,FCA,Bank Guarantee,60,72.47,88.31,78.8,Rejected,Late Submission,Partially Compliant,,,,4,0.087,No,45,Regional Manager,Established vendor,260.9,0.0
RFQ01925,VEN00769,Vendor 769,Mild Steel,Mild Steel - Grade B,351,Liters,2024-09-15,2024-09-28,2024-09-23,False,10911.46,3829923.32,5,191496.17,4021419.49,84,Door Delivery,"Advance 30%, Balance 70%",12,72.7,64.12,69.27,Shortlisted,None,Partially Compliant,2024-09-29,,7.0,5,0.1036,No,120,Regional Manager,Competitive pricing,4329.535,152.02383165859612
RFQ01926,VEN01312,Vendor 1312,Aluminum,Aluminum - Grade Premium,770,Bags,2025-08-30,2025-09-24,2025-09-22,False,2204.62,1697561.15,18,305561.01,2003122.16,60,FOB,"Advance 30%, Balance 70%",48,53.93,78.59,63.79,Under Evaluation,None,Non-Compliant,2025-10-06,,,14,0.1091,No,30,Sales Manager,Premium quality offered,4717.645,-53.26863297259544
RFQ01927,VEN01652,Vendor 1652,False Ceiling,False Ceiling - Grade Standard,2644,Quintal,2025-10-10,2025-10-28,2025-10-11,False,645.82,1707551.32,28,478114.37,2185665.69,165,FOB,Net 45 days,12,94.11,92.61,93.51,Shortlisted,None,Fully Compliant,2025-10-18,,7.0,8,0.1944,No,60,Business Development Head,,5538.555,-88.33955788107187
RFQ01928,VEN00100,Vendor 100,Generators,Generators - Grade A,4146,MT,2025-01-20,2025-02-04,2025-02-02,False,1199210.85,4971928165.91,28,1392139886.46,6364068052.37,90,Ex-Factory,Net 45 days,0,84.62,73.32,80.1,Shortlisted,None,Fully Compliant,2025-02-15,,2.0,4,0.2822,No,90,Business Development Head,,3172694.88,-62.20213744600615
RFQ01929,VEN01946,Vendor 1946,Elevators,Elevators - Grade C,171,Ton,2025-06-13,2025-06-29,2025-06-15,False,2225798.62,380611564.8,5,19030578.24,399642143.04,9,DAP,LC at Sight,18,88.54,42.0,69.93,Under Evaluation,None,Fully Compliant,2025-06-28,,,15,0.2286,No,90,Sales Manager,Additional clarifications needed,3174096.675,-29.876155394668302
RFQ01930,VEN01101,Vendor 1101,Sanitary Ware,Sanitary Ware - Grade Standard,510,Bags,2025-01-01,2025-01-27,2025-01-19,False,1431.48,730055.64,5,36502.78,766558.43,18,Ex-Factory,Net 90 days,24,91.15,47.08,73.52,Under Evaluation,None,Fully Compliant,2025-02-02,,,3,0.6865,No,30,Senior Manager,Partial compliance issues,6706.465,-78.65522298259964
RFQ01931,VEN00521,Vendor 521,Pumps,Pumps - Grade Premium,432,Nos,2025-06-24,2025-07-14,2025-06-28,False,1912.82,826340.09,12,99160.81,925500.9,14,Ex-Factory,Net 60 days,0,90.92,81.61,87.2,Accepted,None,Fully Compliant,2025-07-04,,6.0,19,0.0831,No,120,Director,,6998.595,-72.6685141803462
RFQ01932,VEN00271,Vendor 271,Paint,Paint - Grade Premium,71,Ton,2024-10-30,2024-11-19,2024-11-22,True,207.02,14698.2,5,734.91,15433.11,86,DAP,"Advance 30%, Balance 70%",6,85.61,71.77,80.07,Rejected,Late Submission,Fully Compliant,,,,18,0.0891,No,45,Sales Manager,Competitive pricing,264.31,-21.67530551246642
RFQ01933,VEN01743,Vendor 1743,Pumps,Pumps - Grade Standard,712,Liters,2024-08-23,2024-09-02,2024-09-01,False,2590.67,1844555.31,12,221346.64,2065901.94,119,DDP,"Advance 30%, Balance 70%",18,84.42,83.48,84.04,Negotiation,None,Fully Compliant,2024-09-07,,,19,0.1258,No,120,Regional Manager,Established vendor,6998.595,-62.98299873045947
RFQ01934,VEN00340,Vendor 340,Paint,Paint - Grade C,1754,Sets,2025-04-14,2025-05-11,2025-05-03,False,50.21,88065.11,12,10567.81,98632.93,118,FOB,"Advance 30%, Balance 70%",60,93.99,85.68,90.67,Shortlisted,None,Fully Compliant,2025-05-07,,3.0,8,0.2366,No,45,Account Manager,Competitive pricing,264.31,-81.00336725814384
RFQ01935,VEN01504,Vendor 1504,Wiring,Wiring - Grade A,176,Ton,2025-06-28,2025-07-12,2025-07-07,False,4520.18,795551.14,12,95466.14,891017.28,84,FOB,Net 30 days,12,54.85,84.95,66.89,Negotiation,None,Non-Compliant,2025-07-17,,,9,0.1209,No,90,Regional Manager,,4583.610000000001,-1.3838437388870406
RFQ01936,VEN01548,Vendor 1548,Marble,Marble - Grade Premium,7491,Kg,2024-09-02,2024-09-26,2024-09-13,False,388.2,2907973.88,5,145398.69,3053372.58,88,FCA,Cash on Delivery,36,62.38,87.42,72.4,Negotiation,None,Partially Compliant,2024-09-22,,,9,0.1475,No,60,Regional Manager,Good technical compliance,253.56,53.09985802176998
RFQ01937,VEN01110,Vendor 1110,Granite,Granite - Grade A,74,Feet,2024-11-04,2024-11-23,2024-11-14,False,140.45,10393.42,0,0.0,10393.42,63,CIF,LC at Sight,12,64.77,75.87,69.21,Negotiation,None,Partially Compliant,2024-11-28,,,14,0.2032,No,60,Account Manager,Fast delivery timeline,280.635,-49.95278564683664
RFQ01938,VEN01894,Vendor 1894,Scaffolding,Scaffolding - Grade C,3633,Feet,2025-01-10,2025-01-20,2025-01-27,True,5394.45,19598037.1,12,2351764.45,21949801.55,60,DDP,"Advance 30%, Balance 70%",6,60.02,47.45,54.99,Withdrawn,None,Partially Compliant,,,,16,0.0493,No,120,Business Development Head,,5843.41,-7.683184989586561
RFQ01939,VEN01366,Vendor 1366,False Ceiling,False Ceiling - Grade C,269,Cubic Meter,2025-06-02,2025-06-10,2025-06-07,False,4254.13,1144359.83,28,320420.75,1464780.58,136,CIF,Net 60 days,24,78.23,93.22,84.23,Shortlisted,None,Partially Compliant,2025-06-21,,5.0,11,0.0293,No,90,Senior Manager,Partial compliance issues,5538.555,-23.19061560280615
RFQ01940,VEN01191,Vendor 1191,Cranes,Cranes - Grade B,6351,Quintal,2025-03-19,2025-04-15,2025-04-04,False,11009.08,69918659.44,5,3495932.97,73414592.41,26,CIF,Cash on Delivery,48,84.42,55.44,72.83,Negotiation,None,Fully Compliant,2025-04-10,,,11,0.4557,No,90,Regional Manager,Delivery timeline tight,4284.32,156.9621316801733
RFQ01941,VEN01878,Vendor 1878,Elevators,Elevators - Grade B,26,Quintal,2024-11-19,2024-12-15,2024-11-23,False,4334626.59,112700291.24,18,20286052.42,132986343.66,26,Door Delivery,Cash on Delivery,60,84.33,61.41,75.16,Shortlisted,None,Fully Compliant,2024-12-06,,10.0,20,0.6347,No,30,Director,Fast delivery timeline,3174096.675,36.562525777511176
RFQ01942,VEN01184,Vendor 1184,Sand,Sand - Grade Standard,9928,Bundles,2025-09-04,2025-09-14,2025-09-19,True,1560.96,15497243.88,5,774862.19,16272106.08,11,DAP,"Advance 30%, Balance 70%",6,99.27,97.52,98.57,Rejected,Late Submission,Fully Compliant,,,,13,0.2557,No,120,Regional Manager,Established vendor,5310.355,-70.60535500922255
RFQ01943,VEN01331,Vendor 1331,Escalators,Escalators - Grade A,525,Sets,2025-03-30,2025-04-13,2025-04-22,True,2734135.69,1435421238.3,0,0.0,1435421238.3,50,DAP,LC at Sight,0,91.71,86.81,89.75,Under Evaluation,None,Fully Compliant,2025-04-26,,,20,0.188,No,60,Account Manager,Additional clarifications needed,2867885.52,-4.663708821961627
