contract_id,vendor_id,vendor_name,contract_type,project_name,project_type,contract_value_lakhs,duration_months,start_date,planned_end_date,actual_end_date,status,percentage_complete,delivery_status,quality_rating,payment_terms,amount_paid_rs,retention_money_rs,penalty_amount_rs,penalty_reason,num_change_orders,change_order_value_lakhs,compliance_status,risk_level,signed_date,last_inspection_date,total_value_lakhs
CONT01710,VEN00689,Vendor 689,Maintenance,Hotel - Phase 4,Hotel,2362.57,15,2025-04-14,2026-07-08,,In Execution,65.22,Ahead of Schedule,Good,"Advance 20%, Balance 80%",131337096.68,13133709.67,0.0,None,5,334.93,Compliant,Low,2025-02-27,2025-11-05,2697.5
CONT01711,VEN00841,Vendor 841,Maintenance,Bridge Construction - Phase 3,Bridge Construction,126.88,23,2023-07-24,2025-06-13,,In Execution,95.0,Delayed,Poor,Letter of Credit,11549776.74,1154977.67,76774.44,Quality issues,3,30.29,Compliant,High,2023-06-08,2025-12-22,157.17
CONT01712,VEN01879,Vendor 1879,Turnkey,Commercial Complex - Phase 1,Commercial Complex,745.37,16,2023-09-09,2025-01-01,,Awarded,74.58,Not Started,Poor,Bank Guarantee,50653300.02,0.0,0.0,None,2,95.82,Compliant,Medium,2023-06-25,,841.19
CONT01713,VEN00327,Vendor 327,Lump Sum,Shopping Mall - Phase 2,Shopping Mall,3798.67,20,2025-01-20,2026-09-12,,Terminated,49.72,Not Started,Average,Net 60 days,166967191.61,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-10-24,,3798.67
CONT01714,VEN00804,Vendor 804,Maintenance,Sewage Treatment Plant - Phase 1,Sewage Treatment Plant,311.01,11,2023-02-05,2024-01-01,,Active,95.0,Delayed,Excellent,Net 45 days,27363892.93,2736389.29,565314.65,Quality issues,1,55.2,Compliant,Medium,2023-01-19,2025-12-13,366.21
CONT01715,VEN01395,Vendor 1395,Service,IT Park - Phase 1,IT Park,89.87,8,2024-04-08,2024-12-04,,Under Review,76.3,Not Started,Excellent,"Advance 10%, Balance on completion",6380768.93,0.0,0.0,None,2,15.41,Compliant,Low,2024-03-17,,105.28
CONT01716,VEN01779,Vendor 1779,Maintenance,Wind Farm - Phase 4,Wind Farm,51.98,3,2025-05-22,2025-08-20,,Under Review,21.98,Not Started,Average,Bank Guarantee,909948.62,0.0,0.0,None,1,10.91,Compliant,Low,2025-03-18,,62.89
CONT01717,VEN00114,Vendor 114,Turnkey,Hotel - Phase 3,Hotel,58.86,6,2024-10-21,2025-04-19,,Active,95.0,Delayed,Good,Milestone Based,5507957.83,550795.78,130778.91,Quality issues,1,8.42,Compliant,Medium,2024-08-13,2025-12-25,67.28
CONT01718,VEN01630,Vendor 1630,Supply,Bus Terminal - Phase 3,Bus Terminal,980.04,10,2024-08-26,2025-06-22,,In Progress,95.0,Delayed,Excellent,As per milestones,86599750.28,8659975.03,1715482.28,Safety violations,0,0.0,Compliant,Medium,2024-08-11,2025-12-19,980.04
CONT01719,VEN00748,Vendor 748,Construction,IT Park - Phase 1,IT Park,546.72,21,2025-03-13,2026-12-03,,Active,49.97,Ahead of Schedule,Excellent,Net 60 days,27065381.53,2706538.15,0.0,None,4,30.39,Minor Issues,Low,2025-01-12,2025-12-15,577.11
CONT01720,VEN00488,Vendor 488,Consultancy,Refinery - Phase 2,Refinery,25248.35,24,2024-06-06,2026-05-27,,On Hold,62.78,Not Started,Average,Letter of Credit,1544221902.97,0.0,0.0,None,5,2500.71,Non-Compliant,Medium,2024-04-05,,27749.059999999998
CONT01721,VEN01873,Vendor 1873,Annual Maintenance Contract,Smart City - Phase 1,Smart City,85.81,12,2023-06-14,2024-06-08,2024-07-20,Completed,100.0,Critical Delay,Average,Net 30 days,7805118.46,429043.03,401067.27,Non-compliance,5,7.69,Minor Issues,Medium,2023-04-21,2025-12-08,93.5
CONT01722,VEN00613,Vendor 613,Lump Sum,Smart City - Phase 4,Smart City,3331.3,17,2023-10-11,2025-03-04,,In Progress,95.0,Delayed,Excellent,Letter of Credit,308553436.02,30855343.6,3146552.2,Delay in completion,3,796.41,Non-Compliant,High,2023-07-28,2025-11-04,4127.71
CONT01723,VEN00483,Vendor 483,Time & Material,Hospital - Phase 4,Hospital,893.68,14,2024-04-09,2025-06-03,,On Hold,54.47,Not Started,Good,"Advance 20%, Balance 80%",40998242.22,0.0,0.0,None,2,112.93,Compliant,Low,2024-02-06,,1006.6099999999999
CONT01724,VEN00742,Vendor 742,Turnkey,Road Construction - Phase 3,Road Construction,4010.73,21,2024-09-08,2026-05-31,,In Execution,84.47,On Time,Average,Bank Guarantee,302072160.55,30207216.06,0.0,None,0,0.0,Minor Issues,Low,2024-07-21,2025-10-24,4010.73
CONT01725,VEN01326,Vendor 1326,Construction,Data Center - Phase 3,Data Center,52.38,9,2025-08-27,2026-05-24,,Active,53.68,Ahead of Schedule,Excellent,Net 45 days,2592319.1,259231.91,0.0,None,1,3.8,Compliant,Low,2025-07-07,2025-12-10,56.18
CONT01726,VEN00831,Vendor 831,Design & Build,Refinery - Phase 2,Refinery,33.55,5,2025-10-02,2026-03-01,,On Hold,38.88,Not Started,Average,Net 30 days,1104799.16,0.0,0.0,None,0,0.0,Non-Compliant,Medium,2025-09-10,,33.55
CONT01727,VEN01869,Vendor 1869,Supply,Manufacturing Facility - Phase 3,Manufacturing Facility,31.76,4,2023-05-11,2023-09-08,,In Progress,95.0,Delayed,Good,Net 45 days,2934636.89,293463.69,49308.55,Safety violations,6,0.73,Compliant,Medium,2023-04-18,2025-10-26,32.49
CONT01728,VEN00545,Vendor 545,Service,Warehouse - Phase 2,Warehouse,39.7,11,2024-05-29,2025-04-24,,Signed,66.08,Not Started,Good,Bank Guarantee,2409244.22,0.0,0.0,None,1,8.04,Minor Issues,Low,2024-04-03,,47.74
CONT01729,VEN01263,Vendor 1263,Design & Build,Manufacturing Facility - Phase 4,Manufacturing Facility,2925.2,27,2025-06-23,2027-09-11,,Under Review,27.44,Not Started,Average,Net 60 days,75417748.99,0.0,0.0,None,3,168.52,Compliant,Low,2025-05-09,,3093.72
CONT01730,VEN00825,Vendor 825,Annual Maintenance Contract,Residential Building - Phase 1,Residential Building,1573.0,30,2025-11-06,2028-04-24,,Active,10.95,On Time,Good,Milestone Based,10832478.04,1083247.8,0.0,None,4,264.79,Compliant,Low,2025-08-26,2025-10-28,1837.79
CONT01731,VEN01002,Vendor 1002,Consultancy,Railway Station - Phase 3,Railway Station,692.79,7,2024-05-06,2024-12-02,,In Progress,95.0,Delayed,Excellent,Bank Guarantee,62401865.68,6240186.57,1600556.52,Quality issues,3,130.93,Compliant,Medium,2024-03-06,2025-11-27,823.72
CONT01732,VEN01938,Vendor 1938,Unit Rate,Port Development - Phase 5,Port Development,96.04,12,2023-09-11,2024-09-05,,Active,95.0,Delayed,Below Average,As per milestones,8376399.78,837639.98,255726.75,Labor shortage,3,17.14,Compliant,High,2023-06-28,2025-10-21,113.18
CONT01733,VEN01422,Vendor 1422,Consultancy,Power Plant - Phase 4,Power Plant,84.45,11,2025-05-21,2026-04-16,,On Hold,27.24,Not Started,Below Average,Net 90 days,2066249.58,0.0,0.0,None,1,19.13,Compliant,Medium,2025-04-30,,103.58
CONT01734,VEN00371,Vendor 371,Consultancy,Hospital - Phase 3,Hospital,26.08,7,2023-04-09,2023-11-05,,Terminated,11.51,Not Started,Average,"Advance 20%, Balance 80%",250563.34,0.0,0.0,None,4,1.47,Compliant,Low,2023-02-09,,27.549999999999997
CONT01735,VEN00092,Vendor 92,Annual Maintenance Contract,Industrial Plant - Phase 4,Industrial Plant,32.37,5,2024-02-09,2024-07-08,2025-01-03,Completed,100.0,Critical Delay,Excellent,As per milestones,3207784.45,161842.15,148704.76,Safety violations,4,1.05,Compliant,Medium,2023-12-22,2025-10-11,33.419999999999995
CONT01736,VEN01431,Vendor 1431,Construction,Water Treatment Plant - Phase 2,Water Treatment Plant,68.29,7,2024-01-10,2024-08-07,,Awarded,31.39,Not Started,Excellent,Bank Guarantee,2036699.06,0.0,0.0,None,4,14.81,Compliant,Low,2023-11-27,,83.10000000000001
CONT01737,VEN01046,Vendor 1046,Construction,Shopping Mall - Phase 5,Shopping Mall,18.2,6,2024-01-01,2024-06-29,,Active,95.0,Delayed,Average,As per milestones,1603852.25,160385.23,52831.16,Labor shortage,5,4.44,Compliant,Medium,2023-10-18,2025-12-17,22.64
CONT01738,VEN00683,Vendor 683,Cost Plus,Shopping Mall - Phase 3,Shopping Mall,954.45,18,2023-07-07,2024-12-28,,On Hold,22.16,Not Started,Good,30-60-90 day terms,19893528.33,0.0,0.0,None,1,73.1,Minor Issues,Low,2023-04-28,,1027.55
CONT01739,VEN00247,Vendor 247,Cost Plus,Hospital - Phase 2,Hospital,1297.73,33,2023-11-23,2026-08-09,,Awarded,26.62,Not Started,Excellent,Net 30 days,28601074.01,0.0,0.0,None,5,119.28,Compliant,Low,2023-11-01,,1417.01
CONT01740,VEN00644,Vendor 644,Unit Rate,Hotel - Phase 4,Hotel,422.65,19,2023-06-10,2024-12-31,,Signed,71.41,Not Started,Good,30-60-90 day terms,29268807.81,0.0,0.0,None,6,10.78,Minor Issues,Low,2023-05-21,,433.42999999999995
CONT01741,VEN01527,Vendor 1527,Unit Rate,Commercial Complex - Phase 1,Commercial Complex,92.48,9,2025-05-26,2026-02-20,,Active,88.36,On Time,Good,Letter of Credit,7686397.09,768639.71,0.0,None,2,13.29,Compliant,Low,2025-04-06,2025-11-11,105.77000000000001
CONT01742,VEN01345,Vendor 1345,Supply,Wind Farm - Phase 2,Wind Farm,202.49,22,2023-04-15,2025-02-03,,In Execution,95.0,Delayed,Excellent,30-60-90 day terms,18521633.18,1852163.32,572532.01,Non-compliance,0,0.0,Compliant,Medium,2023-03-27,2025-10-17,202.49
CONT01743,VEN00782,Vendor 782,Annual Maintenance Contract,Wind Farm - Phase 5,Wind Farm,244.28,21,2024-12-13,2026-09-04,,In Execution,52.59,At Risk,Good,Net 60 days,11101323.13,1110132.31,0.0,None,0,0.0,Compliant,Low,2024-09-19,2025-12-17,244.28
CONT01744,VEN01379,Vendor 1379,Time & Material,Bus Terminal - Phase 3,Bus Terminal,669.05,20,2024-10-03,2026-05-26,,Under Review,39.4,Not Started,Excellent,Letter of Credit,24865429.5,0.0,0.0,None,3,133.57,Non-Compliant,Medium,2024-08-21,,802.6199999999999
CONT01745,VEN00102,Vendor 102,Design & Build,Warehouse - Phase 4,Warehouse,28419.3,60,2023-11-09,2028-10-13,2029-02-24,Completed,100.0,Critical Delay,Good,"Advance 10%, Balance on completion",2669264213.05,142096494.48,150430421.48,Quality issues,4,2269.25,Compliant,Medium,2023-08-14,2025-12-27,30688.55
CONT01746,VEN01933,Vendor 1933,Design & Build,Wind Farm - Phase 5,Wind Farm,476.07,17,2025-07-21,2026-12-13,,In Execution,30.09,At Risk,Good,Net 45 days,13923091.05,1392309.11,0.0,None,1,56.73,Compliant,Low,2025-05-21,2025-11-10,532.8
CONT01747,VEN00425,Vendor 425,Maintenance,Port Development - Phase 1,Port Development,924.49,20,2024-10-05,2026-05-28,,In Progress,66.83,At Risk,Excellent,"Advance 20%, Balance 80%",56886542.58,5688654.26,0.0,None,6,109.61,Minor Issues,Low,2024-08-24,2025-12-01,1034.1
CONT01748,VEN01579,Vendor 1579,Turnkey,Refinery - Phase 4,Refinery,317.76,12,2025-05-19,2026-05-14,,Awarded,44.66,Not Started,Average,Net 45 days,12309977.55,0.0,0.0,None,0,0.0,Compliant,Low,2025-03-18,,317.76
CONT01749,VEN00580,Vendor 580,Lump Sum,Shopping Mall - Phase 2,Shopping Mall,19.31,7,2025-08-13,2026-03-11,,In Progress,79.08,Ahead of Schedule,Good,Net 30 days,1400253.96,140025.4,0.0,None,10,1.7,Non-Compliant,Medium,2025-05-26,2025-12-27,21.009999999999998
CONT01750,VEN01364,Vendor 1364,Unit Rate,Stadium - Phase 5,Stadium,3272.11,27,2023-09-08,2025-11-26,,Signed,26.58,Not Started,Good,Net 60 days,76844108.6,0.0,0.0,None,0,0.0,Compliant,Low,2023-07-30,,3272.11
CONT01751,VEN01635,Vendor 1635,Maintenance,Port Development - Phase 5,Port Development,70.41,3,2025-10-08,2026-01-06,2026-02-19,Completed,100.0,Critical Delay,Good,Net 60 days,6608155.25,352062.72,668546.49,Labor shortage,8,9.37,Non-Compliant,High,2025-08-19,2025-12-18,79.78
CONT01752,VEN00897,Vendor 897,Unit Rate,Stadium - Phase 4,Stadium,344.32,18,2025-01-30,2026-07-24,,In Execution,65.72,On Time,Good,Letter of Credit,20542622.15,2054262.21,0.0,None,1,18.39,Compliant,Low,2024-12-05,2025-10-12,362.71
CONT01753,VEN00828,Vendor 828,Construction,Residential Building - Phase 2,Residential Building,13.36,6,2024-04-30,2024-10-27,,Active,95.0,Delayed,Average,Milestone Based,1155392.26,115539.23,12842.58,Delay in completion,0,0.0,Compliant,Medium,2024-02-03,2025-12-26,13.36
CONT01754,VEN01692,Vendor 1692,Maintenance,Road Construction - Phase 5,Road Construction,1664.01,28,2025-11-14,2028-03-03,,Under Review,14.86,Not Started,Good,Net 30 days,12921185.6,0.0,0.0,None,4,358.52,Compliant,Low,2025-10-14,,2022.53
CONT01755,VEN01000,Vendor 1000,Lump Sum,Hotel - Phase 3,Hotel,2943.66,31,2025-10-01,2028-04-18,,In Execution,8.17,At Risk,Good,Net 45 days,14441967.53,1444196.75,0.0,None,2,472.88,Minor Issues,Low,2025-08-11,2025-11-23,3416.54
CONT01756,VEN00621,Vendor 621,Service,Residential Building - Phase 2,Residential Building,97.94,11,2025-02-06,2026-01-02,,Terminated,47.57,Not Started,Average,Net 90 days,3949469.07,0.0,0.0,None,1,12.35,Compliant,Low,2024-12-15,,110.28999999999999
CONT01757,VEN00752,Vendor 752,Construction,Port Development - Phase 1,Port Development,4485.95,29,2025-10-05,2028-02-22,,In Progress,8.41,At Risk,Good,Bank Guarantee,1292156.6,129215.66,0.0,None,5,902.74,Compliant,Low,2025-08-20,2025-10-19,5388.69
CONT01758,VEN00838,Vendor 838,Construction,Wind Farm - Phase 1,Wind Farm,50.88,4,2023-02-16,2023-06-16,2023-06-12,Completed,100.0,On Time,Average,Bank Guarantee,5024104.28,254390.04,0.0,None,1,12.11,Non-Compliant,Medium,2023-01-14,2025-11-23,62.99
CONT01759,VEN01488,Vendor 1488,Turnkey,Hospital - Phase 5,Hospital,799.36,15,2025-08-01,2026-10-25,,Active,29.74,At Risk,Excellent,Net 45 days,22191876.69,2219187.67,0.0,None,0,0.0,Compliant,Low,2025-05-07,2025-10-11,799.36
CONT01760,VEN00213,Vendor 213,Maintenance,Residential Building - Phase 3,Residential Building,3789.63,19,2025-01-22,2026-08-15,,Under Review,54.53,Not Started,Good,Bank Guarantee,181324326.54,0.0,0.0,None,1,468.4,Compliant,Low,2024-11-15,,4258.03
CONT01761,VEN00003,Vendor 3,Unit Rate,IT Park - Phase 3,IT Park,4226.69,24,2023-05-25,2025-05-14,2025-06-28,Completed,100.0,Critical Delay,Average,Letter of Credit,403278028.01,21133443.12,10793575.2,Quality issues,0,0.0,Compliant,Medium,2023-03-26,2025-11-12,4226.69
CONT01762,VEN00557,Vendor 557,Annual Maintenance Contract,Shopping Mall - Phase 2,Shopping Mall,1609.86,22,2023-04-16,2025-02-04,,Terminated,65.34,Not Started,Good,"Advance 10%, Balance on completion",104747379.1,0.0,0.0,None,1,399.92,Compliant,Low,2023-02-27,,2009.78
CONT01763,VEN01267,Vendor 1267,Time & Material,Stadium - Phase 5,Stadium,3101.05,12,2024-08-25,2025-08-20,,On Hold,52.59,Not Started,Average,Progress Payment,139901328.52,0.0,0.0,None,10,268.1,Compliant,Low,2024-06-20,,3369.15
CONT01764,VEN01974,Vendor 1974,Maintenance,Industrial Plant - Phase 1,Industrial Plant,1067.69,17,2023-07-19,2024-12-10,,Signed,34.54,Not Started,Below Average,As per milestones,29983241.46,0.0,0.0,None,0,0.0,Compliant,Medium,2023-05-15,,1067.69
CONT01765,VEN00495,Vendor 495,Supply,Manufacturing Facility - Phase 1,Manufacturing Facility,99.68,12,2023-08-30,2024-08-24,,Under Review,30.67,Not Started,Average,Net 60 days,2736370.95,0.0,0.0,None,1,10.9,Compliant,Low,2023-08-08,,110.58000000000001
CONT01766,VEN00576,Vendor 576,Turnkey,Sewage Treatment Plant - Phase 5,Sewage Treatment Plant,639.5,23,2023-10-25,2025-09-14,,In Execution,95.0,Delayed,Good,Letter of Credit,60309319.54,6030931.95,1755726.8,Delay in completion,1,131.65,Compliant,Medium,2023-10-04,2025-11-03,771.15
CONT01767,VEN01635,Vendor 1635,Turnkey,Residential Building - Phase 1,Residential Building,954.72,13,2023-03-30,2024-04-23,,Under Review,50.19,Not Started,Good,Net 90 days,40192668.21,0.0,0.0,None,4,224.24,Compliant,Low,2023-03-02,,1178.96
CONT01768,VEN00227,Vendor 227,Supply,School - Phase 1,School,783.0,7,2025-09-25,2026-04-23,,Terminated,53.13,Not Started,Good,Net 45 days,39498957.41,0.0,0.0,None,1,185.81,Minor Issues,Low,2025-07-30,,968.81
CONT01769,VEN01740,Vendor 1740,Unit Rate,Hospital - Phase 4,Hospital,30.91,11,2024-03-28,2025-02-21,,Awarded,78.94,Not Started,Below Average,"Advance 20%, Balance 80%",2149774.47,0.0,0.0,None,1,7.63,Compliant,Medium,2024-03-10,,38.54
CONT01770,VEN01677,Vendor 1677,Consultancy,IT Park - Phase 2,IT Park,916.18,7,2024-03-11,2024-10-07,,In Progress,95.0,Delayed,Good,"Advance 20%, Balance 80%",85072826.51,8507282.65,2101802.6,Non-compliance,6,147.59,Compliant,Medium,2023-12-29,2025-12-01,1063.77
CONT01771,VEN00213,Vendor 213,Turnkey,Airport - Phase 5,Airport,4053.4,34,2025-01-26,2027-11-12,,Terminated,45.46,Not Started,Average,Net 60 days,146606150.56,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-11-01,,4053.4
CONT01772,VEN01685,Vendor 1685,Annual Maintenance Contract,Bus Terminal - Phase 5,Bus Terminal,396.61,13,2025-01-28,2026-02-22,,Signed,56.12,Not Started,Good,Milestone Based,19625142.41,0.0,0.0,None,1,15.07,Minor Issues,Low,2024-12-14,,411.68
CONT01773,VEN00561,Vendor 561,Unit Rate,Airport - Phase 1,Airport,2926.42,31,2023-10-01,2026-04-18,,Signed,75.61,Not Started,Good,"Advance 20%, Balance 80%",210606900.4,0.0,0.0,None,2,380.05,Compliant,Low,2023-08-07,,3306.4700000000003
CONT01774,VEN00948,Vendor 948,Unit Rate,Bridge Construction - Phase 1,Bridge Construction,1485.74,16,2024-01-14,2025-05-08,,Active,95.0,Delayed,Average,Letter of Credit,132047343.24,13204734.32,3529062.47,Safety violations,1,166.62,Minor Issues,Medium,2023-10-23,2025-10-16,1652.3600000000001
CONT01775,VEN00918,Vendor 918,Construction,Road Construction - Phase 3,Road Construction,665.55,16,2023-12-01,2025-03-25,,Signed,10.34,Not Started,Below Average,Bank Guarantee,2109608.34,0.0,0.0,None,1,33.57,Compliant,Medium,2023-11-04,,699.12
CONT01776,VEN01484,Vendor 1484,Lump Sum,Wind Farm - Phase 4,Wind Farm,31243.6,33,2023-11-28,2026-08-14,,Under Review,18.83,Not Started,Average,30-60-90 day terms,571208653.36,0.0,0.0,None,0,0.0,Minor Issues,Low,2023-09-25,,31243.6
CONT01777,VEN00110,Vendor 110,Construction,Commercial Complex - Phase 1,Commercial Complex,4185.09,15,2025-08-17,2026-11-10,2027-05-08,Completed,100.0,Critical Delay,Good,Net 45 days,401129167.03,20925446.42,23760362.56,Labor shortage,2,842.0,Non-Compliant,High,2025-05-29,2025-12-21,5027.09
CONT01778,VEN00286,Vendor 286,Supply,Bus Terminal - Phase 2,Bus Terminal,70.53,11,2023-01-25,2023-12-21,,In Progress,95.0,Delayed,Good,"Advance 10%, Balance on completion",6230855.19,623085.52,182011.15,Non-compliance,2,13.81,Compliant,Medium,2022-10-31,2025-11-10,84.34
CONT01779,VEN00980,Vendor 980,Service,Airport - Phase 2,Airport,33.73,7,2025-03-28,2025-10-24,,Signed,57.34,Not Started,Below Average,Milestone Based,1614173.12,0.0,0.0,None,1,8.37,Minor Issues,Medium,2025-01-26,,42.099999999999994
CONT01780,VEN01986,Vendor 1986,Annual Maintenance Contract,IT Park - Phase 4,IT Park,22.47,4,2025-03-05,2025-07-03,,In Progress,95.0,Delayed,Good,Net 45 days,2015971.82,201597.18,57395.78,Non-compliance,0,0.0,Compliant,Medium,2025-01-21,2025-12-28,22.47
CONT01781,VEN00319,Vendor 319,Consultancy,Hospital - Phase 3,Hospital,3761.11,25,2024-08-07,2026-08-27,,Awarded,45.47,Not Started,Good,30-60-90 day terms,148101720.84,0.0,0.0,None,0,0.0,Minor Issues,Low,2024-05-29,,3761.11
CONT01782,VEN00561,Vendor 561,Construction,Railway Station - Phase 2,Railway Station,80.34,4,2024-08-28,2024-12-26,,In Progress,95.0,Delayed,Excellent,Letter of Credit,7512417.99,751241.8,201862.22,Non-compliance,5,4.84,Minor Issues,Medium,2024-07-14,2025-11-02,85.18
CONT01783,VEN01195,Vendor 1195,Maintenance,Warehouse - Phase 5,Warehouse,861.09,11,2024-11-22,2025-10-18,,Under Review,22.95,Not Started,Average,"Advance 10%, Balance on completion",17539835.67,0.0,0.0,None,3,72.36,Non-Compliant,Medium,2024-09-14,,933.45
CONT01784,VEN01571,Vendor 1571,Cost Plus,IT Park - Phase 5,IT Park,201.67,9,2025-07-09,2026-04-05,,Terminated,64.82,Not Started,Good,Net 30 days,12213058.08,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-06-21,,201.67
CONT01785,VEN00657,Vendor 657,Lump Sum,Shopping Mall - Phase 4,Shopping Mall,40.05,8,2025-08-16,2026-04-13,,Awarded,58.9,Not Started,Good,Milestone Based,2146766.63,0.0,0.0,None,5,1.28,Minor Issues,Low,2025-05-20,,41.33
CONT01786,VEN00201,Vendor 201,Cost Plus,Bridge Construction - Phase 1,Bridge Construction,2065.79,24,2024-08-13,2026-08-03,,Signed,21.78,Not Started,Good,As per milestones,25026305.82,0.0,0.0,None,1,52.0,Compliant,Low,2024-06-18,,2117.79
CONT01787,VEN01042,Vendor 1042,Maintenance,Industrial Plant - Phase 5,Industrial Plant,1700.84,22,2024-01-03,2025-10-24,,Signed,42.79,Not Started,Good,Milestone Based,56275206.14,0.0,0.0,None,3,110.52,Minor Issues,Low,2023-10-18,,1811.36
CONT01788,VEN01747,Vendor 1747,Unit Rate,Power Plant - Phase 3,Power Plant,96.55,5,2024-07-05,2024-12-02,,Signed,28.86,Not Started,Excellent,Net 45 days,2323524.71,0.0,0.0,None,1,10.63,Minor Issues,Low,2024-06-19,,107.17999999999999
CONT01789,VEN00448,Vendor 448,Cost Plus,Office Tower - Phase 4,Office Tower,41.96,10,2023-07-10,2024-05-05,2024-05-01,Completed,100.0,On Time,Good,Letter of Credit,4073925.91,209815.86,0.0,None,4,2.82,Compliant,Low,2023-06-24,2025-10-23,44.78
CONT01790,VEN00088,Vendor 88,Annual Maintenance Contract,Wind Farm - Phase 2,Wind Farm,95.3,5,2025-01-02,2025-06-01,,Terminated,79.6,Not Started,Average,Letter of Credit,7140761.64,0.0,0.0,None,6,20.29,Compliant,Low,2024-12-04,,115.59
CONT01791,VEN00081,Vendor 81,Turnkey,Manufacturing Facility - Phase 5,Manufacturing Facility,174.9,20,2024-08-25,2026-04-17,,Awarded,78.71,Not Started,Average,"Advance 10%, Balance on completion",12813957.64,0.0,0.0,None,0,0.0,Compliant,Low,2024-07-24,,174.9
CONT01792,VEN00014,Vendor 14,Supply,Warehouse - Phase 4,Warehouse,3201.65,16,2023-04-21,2024-08-13,,Terminated,68.07,Not Started,Excellent,30-60-90 day terms,195005018.45,0.0,0.0,None,2,578.16,Minor Issues,Low,2023-03-11,,3779.81
CONT01793,VEN01289,Vendor 1289,Design & Build,Power Plant - Phase 1,Power Plant,75.82,8,2023-12-16,2024-08-12,,Under Review,16.4,Not Started,Average,Net 30 days,517588.76,0.0,0.0,None,4,2.08,Compliant,Low,2023-10-24,,77.89999999999999
CONT01794,VEN01411,Vendor 1411,Lump Sum,SEZ Development - Phase 3,SEZ Development,1515.29,17,2024-10-09,2026-03-03,,Active,79.47,At Risk,Good,Milestone Based,118384056.51,11838405.65,0.0,None,1,43.65,Minor Issues,Low,2024-07-19,2025-12-02,1558.94
CONT01795,VEN00006,Vendor 6,Cost Plus,Airport - Phase 3,Airport,889.44,14,2024-10-30,2025-12-24,,Signed,33.16,Not Started,Good,Net 45 days,20774176.18,0.0,0.0,None,3,46.74,Non-Compliant,Medium,2024-10-12,,936.1800000000001
