po_number,vendor_id,vendor_name,contract_id,item_category,item_description,quantity_ordered,quantity_delivered,unit,unit_price,total_amount,gst_rate,gst_amount,discount_pct,discount_amount,total_with_gst,final_amount,amount_paid,outstanding_amount,po_date,acknowledgment_date,expected_delivery_date,actual_delivery_date,days_to_deliver,delay_days,po_status,delivery_status,quality_rating,payment_terms,delivery_terms,incoterms,delivery_location,priority,amendment_count,compliance_status,buyer_name,approver_name,cancellation_reason,notes,delivery_completion_pct,payment_completion_pct
PO01511,VEN01395,Vendor 1395,CONT00286,PVC Pipes,PVC Pipes - Grade Premium,5529,5529,Quintal,9453.96,52270924.46,18,9408766.4,0.0,0.0,61679690.87,61679690.87,49161753.33,12517937.54,2024-12-04,2024-12-08,2025-02-21,2025-04-07,124.0,45,Delivered,Delayed,Average,"Advance 30%, Balance 70%",Ex-Works,DDP,Distribution Center,Medium,0,Compliant,Site Engineer,Project Director,,As per contract terms,100.0,79.7
PO01512,VEN00427,Vendor 427,,Safety Equipment,Safety Equipment - Grade A,532,532,MT,9474.72,5040553.3,18,907299.59,0.0,0.0,5947852.9,5947852.9,5947852.9,0.0,2025-08-15,2025-08-16,2025-11-06,2025-12-16,123.0,40,Delivered,Delayed,Good,Cash on Delivery,Ex-Works,DDP,Project Site,Medium,0,Minor Issues,Procurement Head,Senior Manager,,Quality inspection mandatory,100.0,100.0
PO01513,VEN00242,Vendor 242,CONT00358,Insulation Material,Insulation Material - Grade C,63,63,Cubic Meter,2705.36,170437.67,12,20452.52,0.0,0.0,190890.19,190890.19,190890.19,0.0,2024-09-20,2024-09-21,2024-11-13,2024-11-08,49.0,0,Delivered,On Time,Average,Net 30 days,DDP,CIF,Factory - Gujarat,Urgent,3,Compliant,Materials Manager,Vice President,,Complete delivery in one lot,100.0,100.0
PO01514,VEN00316,Vendor 316,CONT01941,Electrical Cables,Electrical Cables - Grade B,606,0,Bags,5059.0,3065753.65,18,551835.66,0.0,0.0,3617589.31,3617589.31,0.0,3617589.31,2025-07-28,,2026-01-09,,,0,Cancelled,Cancelled,Not Rated,Net 90 days,DAP,EXW,Site C - Bangalore,Low,0,Pending,Purchase Manager,General Manager,Duplicate Order,Amendment requested,0.0,0.0
PO01515,VEN00973,Vendor 973,CONT01401,Aggregates,Aggregates - Grade Premium,204,0,Meters,3589.75,732309.71,5,36615.49,0.0,0.0,768925.19,768925.19,0.0,768925.19,2025-11-20,2025-11-24,2026-03-14,,,0,In Progress,In Transit,Not Rated,"Advance 20%, Balance 80%",DAP,EXW,Distribution Center,Medium,1,Pending,Site Engineer,Senior Manager,,Partial delivery acceptable,0.0,0.0
PO01516,VEN01503,Vendor 1503,CONT01364,Windows,Windows - Grade Standard,6404,0,Units,5113.61,32747571.52,18,5894562.87,0.0,0.0,38642134.39,38642134.39,0.0,38642134.39,2024-10-10,,2024-12-21,,,0,Cancelled,Cancelled,Not Rated,LC at Sight,CIF,FOB,Factory - Gujarat,Medium,1,Pending,Purchase Manager,Vice President,Duplicate Order,Vendor confirmed delivery,0.0,0.0
PO01517,VEN00375,Vendor 375,CONT00577,TMT Bars,TMT Bars - Grade C,72,0,Cubic Meter,553.43,39846.72,0,0.0,2.06,822.28,39846.72,39024.44,0.0,39024.44,2025-12-19,2025-12-21,2026-04-01,,,0,Issued,Not Started,Not Rated,30-60-90 days,CIF,CIF,Site C - Bangalore,Medium,2,Pending,Contracts Manager,Director,,Awaiting quality approval,0.0,0.0
PO01518,VEN00747,Vendor 747,CONT01891,TMT Bars,TMT Bars - Grade C,613,613,MT,1992.3,1221280.61,5,61064.03,7.29,89077.48,1282344.64,1193267.16,1193267.16,0.0,2025-10-18,2025-10-19,2026-04-15,2026-04-14,178.0,0,Delivered,On Time,Average,Progress Payment,DAP,DDP,Site A - Mumbai,High,2,Compliant,Purchase Manager,Project Director,,Quality inspection mandatory,100.0,100.0
PO01519,VEN01361,Vendor 1361,CONT00564,Insulation Material,Insulation Material - Grade B,2699,0,Pieces,9442.83,25486191.35,18,4587514.44,0.0,0.0,30073705.79,30073705.79,0.0,30073705.79,2025-12-31,2026-01-01,2026-03-18,,,0,Issued,Not Started,Not Rated,Net 90 days,Ex-Factory,FOB,Main Office,Low,3,Pending,Procurement Head,Senior Manager,,As per contract terms,0.0,0.0
PO01520,VEN00848,Vendor 848,,Waterproofing Membrane,Waterproofing Membrane - Grade Standard,30,5,MT,2166.29,64988.68,18,11697.96,0.0,0.0,76686.64,76686.64,12470.66,64215.98,2024-11-07,2024-11-10,2024-12-26,,,0,On Hold,On Hold,Not Rated,LC at Sight,FOB,CIF,Site A - Mumbai,Medium,0,Pending,Purchase Manager,CFO,,Complete delivery in one lot,16.67,16.26
PO01521,VEN01698,Vendor 1698,CONT00132,Waterproofing Membrane,Waterproofing Membrane - Grade A,673,323,Pieces,5764.53,3879527.66,12,465543.32,0.0,0.0,4345070.98,4345070.98,565817.06,3779253.92,2025-10-27,2025-11-03,2025-12-24,,,0,Delayed,Delayed,Not Rated,Against Delivery,Delivered to Site,FOB,Distribution Center,Low,1,Pending,Purchase Manager,Senior Manager,,Amendment requested,47.99,13.02
PO01522,VEN01244,Vendor 1244,CONT00102,Switches,Switches - Grade C,1613,0,Meters,1774.5,2862261.7,12,343471.4,0.0,0.0,3205733.11,3205733.11,745605.32,2460127.78,2025-12-29,2026-01-02,2026-04-07,,,0,Acknowledged,Not Started,Not Rated,Net 30 days,Delivered to Site,EXW,Project Site,Low,1,Pending,Procurement Head,Senior Manager,,Complete delivery in one lot,0.0,23.26
PO01523,VEN01802,Vendor 1802,,Windows,Windows - Grade B,755,755,Quintal,3754.03,2834293.15,28,793602.08,0.0,0.0,3627895.23,3627895.23,2694078.54,933816.7,2024-12-11,2024-12-16,2025-01-24,2025-03-13,92.0,48,Delivered,Delayed,Average,"Advance 30%, Balance 70%",FCA,DAP,Main Office,Low,1,Compliant,Project Manager,CFO,,Complete delivery in one lot,100.0,74.26
PO01524,VEN00188,Vendor 188,CONT01856,PVC Pipes,PVC Pipes - Grade B,1593,1593,MT,8495.69,13533626.6,0,0.0,0.0,0.0,13533626.6,13533626.6,13533626.6,0.0,2025-11-05,2025-11-10,2026-03-03,2026-04-13,159.0,41,Delivered,Delayed,Average,Against Delivery,Delivered to Site,CIF,Main Office,Medium,0,Compliant,Project Manager,General Manager,,,100.0,100.0
PO01525,VEN00239,Vendor 239,CONT01791,Cement,Cement - Grade Premium,58,58,Ton,991.35,57498.19,12,6899.78,0.0,0.0,64397.98,64397.98,64397.98,0.0,2024-10-24,2024-10-25,2025-04-08,2025-05-23,211.0,45,Completed,Delayed,Excellent,Net 90 days,Ex-Factory,DAP,Distribution Center,High,0,Minor Issues,Materials Manager,CFO,,Vendor confirmed delivery,100.0,100.0
PO01526,VEN00078,Vendor 78,,Sanitary Ware,Sanitary Ware - Grade Premium,852,0,Quintal,9001.31,7669117.04,18,1380441.07,0.0,0.0,9049558.1,9049558.1,0.0,9049558.1,2025-12-31,2026-01-05,2026-01-31,,,0,Issued,Not Started,Not Rated,Progress Payment,DAP,DDP,Distribution Center,Low,1,Pending,Contracts Manager,Project Director,,Urgent delivery required,0.0,0.0
PO01527,VEN00888,Vendor 888,CONT00269,Construction Equipment,Construction Equipment - Grade A,6448,1908,Pieces,8654.93,55807014.73,12,6696841.77,0.0,0.0,62503856.5,62503856.5,0.0,62503856.5,2025-03-06,2025-03-12,2025-09-02,,,0,Delayed,Delayed,Not Rated,Net 60 days,CIF,DDP,Warehouse - Pune,Medium,4,Pending,Materials Manager,Vice President,,Partial delivery acceptable,29.59,0.0
PO01528,VEN00866,Vendor 866,CONT00950,PVC Pipes,PVC Pipes - Grade A,77,22,Meters,6911.93,532218.64,18,95799.35,0.0,0.0,628017.99,628017.99,0.0,628017.99,2025-04-07,2025-04-10,2025-07-19,,,0,On Hold,On Hold,Not Rated,Progress Payment,FOB,FOB,Warehouse - Pune,High,2,Pending,Project Manager,Director,,Awaiting quality approval,28.57,0.0
PO01529,VEN00197,Vendor 197,CONT01761,Waterproofing Membrane,Waterproofing Membrane - Grade Standard,14,14,Feet,7378.72,103302.1,18,18594.38,5.66,5848.38,121896.48,116048.1,84809.39,31238.71,2025-07-18,2025-07-22,2025-08-29,2025-09-30,74.0,32,Delivered,Delayed,Below Average,30-60-90 days,FCA,EXW,Site C - Bangalore,Low,1,Non-Compliant,Procurement Head,Project Director,,Awaiting quality approval,100.0,73.08
PO01530,VEN01794,Vendor 1794,CONT00712,Roofing Sheets,Roofing Sheets - Grade Premium,938,938,Pieces,4932.95,4627106.24,5,231355.31,6.95,321613.27,4858461.55,4536848.28,4536848.28,0.0,2024-12-18,2024-12-22,2025-05-28,2025-06-17,181.0,20,Delivered,Delivered,Good,Progress Payment,FOB,DAP,Distribution Center,Low,0,Minor Issues,Site Engineer,Project Director,,,100.0,100.0
PO01531,VEN01874,Vendor 1874,CONT01821,Electrical Cables,Electrical Cables - Grade A,1018,0,Bundles,2943.24,2996221.53,5,149811.08,8.04,240955.31,3146032.61,2905077.3,0.0,2905077.3,2025-03-13,,2025-08-21,,,0,Cancelled,Cancelled,Not Rated,Net 90 days,FOB,FOB,Site A - Mumbai,Low,0,Pending,Materials Manager,Senior Manager,Duplicate Order,,0.0,0.0
PO01532,VEN01248,Vendor 1248,CONT01950,LED Lights,LED Lights - Grade Premium,3315,0,Meters,2898.27,9607751.39,28,2690170.39,7.08,680576.6,12297921.78,11617345.18,0.0,11617345.18,2026-01-01,2026-01-03,2026-04-13,,,0,Acknowledged,Not Started,Not Rated,Cash on Delivery,Door Delivery,CIF,Site A - Mumbai,Medium,1,Pending,Project Manager,Senior Manager,,As per contract terms,0.0,0.0
PO01533,VEN01739,Vendor 1739,CONT00539,Generators,Generators - Grade A,851,851,Ton,4674245.68,3977783073.65,12,477333968.84,4.63,184061015.49,4455117042.49,4271056027.0,3318030594.14,953025432.86,2025-09-07,2025-09-12,2026-02-23,2026-04-18,223.0,54,Completed,Delayed,Good,Net 30 days,Door Delivery,DDP,Site A - Mumbai,Medium,0,Compliant,Purchase Manager,Vice President,,Vendor confirmed delivery,100.0,77.69
PO01534,VEN00645,Vendor 645,CONT00027,Generators,Generators - Grade B,78,12,Quintal,1206504.89,94107381.7,18,16939328.71,0.0,0.0,111046710.41,111046710.41,13816094.58,97230615.83,2025-06-27,2025-07-02,2025-10-19,,,0,On Hold,On Hold,Not Rated,Bank Guarantee,FCA,FOB,Main Office,High,4,Pending,Contracts Manager,Senior Manager,,Quality inspection mandatory,15.38,12.44
PO01535,VEN01051,Vendor 1051,,Concrete Mixers,Concrete Mixers - Grade A,1090,471,Nos,7376.27,8040130.45,12,964815.65,0.0,0.0,9004946.1,9004946.1,3657782.89,5347163.21,2025-11-25,2025-12-02,2026-03-05,2026-03-17,112.0,12,Partially Delivered,Partially Delivered,Good,Net 60 days,Ex-Factory,DAP,Main Office,Medium,0,Pending,Project Manager,Vice President,,Amendment requested,43.21,40.62
PO01536,VEN00464,Vendor 464,CONT01715,Lighting Fixtures,Lighting Fixtures - Grade B,390,204,Liters,9789.73,3817993.01,12,458159.16,0.0,0.0,4276152.17,4276152.17,1880479.52,2395672.66,2025-11-18,2025-11-25,2026-03-24,2026-05-04,167.0,41,Partially Delivered,Delayed,Good,Net 60 days,DAP,FOB,Project Site,High,0,Pending,Materials Manager,Vice President,,,52.31,43.98
PO01537,VEN01668,Vendor 1668,,Glass,Glass - Grade Premium,4562,4562,Bags,3564.45,16261019.36,5,813050.97,0.0,0.0,17074070.33,17074070.33,17074070.33,0.0,2025-06-08,2025-06-09,2025-10-25,2025-11-19,164.0,25,Completed,Delivered,Average,30-60-90 days,DAP,DDP,Project Site,Low,1,Non-Compliant,Materials Manager,General Manager,,Complete delivery in one lot,100.0,100.0
PO01538,VEN00782,Vendor 782,CONT01618,Street Lights,Street Lights - Grade A,3255,3255,Units,9759.74,31767942.34,0,0.0,0.0,0.0,31767942.34,31767942.34,31767942.34,0.0,2025-05-18,2025-05-25,2025-08-17,2025-08-21,95.0,4,Delivered,Delivered,Average,Net 90 days,DDP,CIF,Factory - Gujarat,Low,1,Compliant,Purchase Manager,General Manager,,As per contract terms,100.0,100.0
PO01539,VEN00665,Vendor 665,,Cranes,Cranes - Grade B,632,123,Pieces,4344.54,2745749.05,12,329489.89,0.0,0.0,3075238.93,3075238.93,0.0,3075238.93,2024-10-18,2024-10-23,2025-02-22,,,0,On Hold,On Hold,Not Rated,LC at Sight,FOB,CIF,Warehouse - Pune,Urgent,1,Pending,Site Engineer,Project Director,,Awaiting quality approval,19.46,0.0
PO01540,VEN01032,Vendor 1032,,Granite,Granite - Grade Premium,9544,9544,Cubic Meter,447.32,4269198.43,0,0.0,0.0,0.0,4269198.43,4269198.43,3722124.37,547074.06,2025-06-14,2025-06-19,2025-08-31,2025-10-29,137.0,59,Delivered,Delayed,Good,"Advance 20%, Balance 80%",Ex-Factory,DAP,Site A - Mumbai,High,0,Compliant,Contracts Manager,Project Director,,Awaiting quality approval,100.0,87.19
PO01541,VEN01720,Vendor 1720,,Escalators,Escalators - Grade Standard,3657,0,Feet,2202806.96,8055665041.65,18,1450019707.5,6.03,486045733.14,9505684749.15,9019639016.01,0.0,9019639016.01,2025-12-26,2026-01-02,2026-01-28,,,0,In Progress,Not Started,Not Rated,Net 45 days,Ex-Works,DAP,Main Office,Medium,0,Pending,Purchase Manager,CFO,,Awaiting quality approval,0.0,0.0
PO01542,VEN00661,Vendor 661,CONT00048,Ventilation Systems,Ventilation Systems - Grade Standard,446,446,Bags,9934.7,4430875.62,18,797557.61,0.0,0.0,5228433.23,5228433.23,5228433.23,0.0,2025-09-25,2025-10-02,2026-02-18,2026-04-15,202.0,56,Delivered,Delayed,Excellent,Net 90 days,DAP,EXW,Distribution Center,Medium,1,Compliant,Materials Manager,Senior Manager,,Urgent delivery required,100.0,100.0
PO01543,VEN01934,Vendor 1934,CONT01937,PVC Pipes,PVC Pipes - Grade Standard,7607,7607,Feet,3930.21,29897095.03,5,1494854.75,0.0,0.0,31391949.78,31391949.78,31391949.78,0.0,2024-09-25,2024-10-01,2024-11-28,2025-01-16,113.0,49,Delivered,Delayed,Average,LC at Sight,Delivered to Site,DAP,Main Office,Medium,0,Compliant,Site Engineer,Vice President,,Urgent delivery required,100.0,100.0
PO01544,VEN01088,Vendor 1088,CONT01139,Cement,Cement - Grade B,368,368,Sets,3578.84,1317012.59,28,368763.53,0.0,0.0,1685776.12,1685776.12,1685776.12,0.0,2025-09-19,2025-09-25,2025-11-20,2025-11-15,57.0,0,Delivered,On Time,Good,"Advance 30%, Balance 70%",Ex-Factory,EXW,Site B - Delhi,Medium,0,Compliant,Contracts Manager,Project Director,,As per contract terms,100.0,100.0
PO01545,VEN01993,Vendor 1993,CONT01722,Plumbing Fixtures,Plumbing Fixtures - Grade C,9867,9867,Nos,2044.29,20171044.42,0,0.0,0.0,0.0,20171044.42,20171044.42,20171044.42,0.0,2025-04-23,2025-04-24,2025-07-25,2025-09-05,135.0,42,Completed,Delayed,Good,Net 30 days,FCA,EXW,Distribution Center,Low,1,Compliant,Site Engineer,CFO,,Awaiting quality approval,100.0,100.0
PO01546,VEN00519,Vendor 519,CONT01565,Structural Steel,Structural Steel - Grade C,329,329,Quintal,6655.82,2189764.79,18,394157.66,0.0,0.0,2583922.46,2583922.46,2583922.46,0.0,2024-08-27,2024-08-31,2025-02-03,2025-03-03,188.0,28,Delivered,Delivered,Average,"Advance 20%, Balance 80%",Ex-Works,DDP,Site A - Mumbai,Medium,2,Non-Compliant,Project Manager,Director,,As per contract terms,100.0,100.0
PO01547,VEN00278,Vendor 278,CONT00861,Plumbing Fixtures,Plumbing Fixtures - Grade Standard,44,5,Bundles,2353.88,103570.7,5,5178.54,0.0,0.0,108749.24,108749.24,0.0,108749.24,2025-04-15,2025-04-17,2025-06-10,,,0,Delayed,Delayed,Not Rated,LC at Sight,Door Delivery,EXW,Factory - Gujarat,Low,0,Pending,Purchase Manager,Vice President,,As per contract terms,11.36,0.0
PO01548,VEN00318,Vendor 318,CONT01805,Copper Pipes,Copper Pipes - Grade Premium,6529,6529,Units,697.92,4556694.52,12,546803.34,0.0,0.0,5103497.86,5103497.86,5103497.86,0.0,2024-10-22,2024-10-25,2024-12-13,2025-02-06,107.0,55,Completed,Delayed,Excellent,"Advance 20%, Balance 80%",DDP,DAP,Distribution Center,Medium,0,Compliant,Site Engineer,Director,,Vendor confirmed delivery,100.0,100.0
PO01549,VEN00009,Vendor 9,CONT00065,Bricks,Bricks - Grade A,4529,8,Ton,2918.96,13219954.74,0,0.0,0.0,0.0,13219954.74,13219954.74,0.0,13219954.74,2024-10-19,2024-10-24,2024-12-07,,,0,On Hold,On Hold,Not Rated,30-60-90 days,CIF,DAP,Main Office,Medium,2,Pending,Materials Manager,CFO,,Partial delivery acceptable,0.18,0.0
PO01550,VEN00080,Vendor 80,,Plumbing Fixtures,Plumbing Fixtures - Grade Standard,566,0,Square Meter,1890.89,1070243.53,5,53512.18,0.0,0.0,1123755.71,1123755.71,0.0,1123755.71,2026-01-02,2026-01-03,2026-04-22,,,0,In Progress,Not Started,Not Rated,Progress Payment,Door Delivery,DAP,Factory - Gujarat,Medium,2,Pending,Project Manager,Director,,Awaiting quality approval,0.0,0.0
PO01551,VEN00765,Vendor 765,CONT01846,HVAC Units,HVAC Units - Grade Standard,5484,2,Feet,4161940.32,22824080731.39,0,0.0,0.0,0.0,22824080731.39,22824080731.39,4140953251.69,18683127479.71,2025-10-31,2025-11-04,2025-12-30,,,0,Delayed,Delayed,Not Rated,Net 60 days,FCA,FOB,Main Office,Medium,0,Pending,Project Manager,CFO,,Awaiting quality approval,0.04,18.14
PO01552,VEN00694,Vendor 694,,Ventilation Systems,Ventilation Systems - Grade C,1788,1788,Loads,908.77,1624876.81,18,292477.83,0.0,0.0,1917354.64,1917354.64,1917354.64,0.0,2025-04-12,2025-04-17,2025-06-01,2025-07-29,108.0,58,Completed,Delayed,Below Average,Net 90 days,Door Delivery,EXW,Project Site,Medium,0,Compliant,Contracts Manager,Vice President,,As per contract terms,100.0,100.0
PO01553,VEN00122,Vendor 122,CONT00143,Scaffolding,Scaffolding - Grade C,183,0,Pieces,4053.73,741831.85,12,89019.82,2.16,16051.49,830851.67,814800.18,156113.2,658686.98,2025-11-17,2025-11-23,2026-01-11,,,0,In Progress,In Transit,Not Rated,Against Delivery,Ex-Works,EXW,Site C - Bangalore,Medium,0,Pending,Materials Manager,Director,,Complete delivery in one lot,0.0,19.16
PO01554,VEN00707,Vendor 707,CONT01076,Ventilation Systems,Ventilation Systems - Grade Premium,874,874,Loads,2692.1,2352893.75,18,423520.87,9.31,219009.43,2776414.62,2557405.2,2557405.2,0.0,2024-09-28,2024-10-04,2024-11-30,2025-01-19,113.0,50,Completed,Delayed,Good,"Advance 20%, Balance 80%",CIF,EXW,Distribution Center,High,1,Compliant,Contracts Manager,General Manager,,Complete delivery in one lot,100.0,100.0
PO01555,VEN00356,Vendor 356,CONT00339,Gypsum Boards,Gypsum Boards - Grade Standard,133,31,Quintal,1353.81,180056.65,12,21606.8,0.0,0.0,201663.45,201663.45,0.0,201663.45,2025-08-28,2025-08-31,2026-02-02,,,0,Delayed,Delayed,Not Rated,Net 30 days,Ex-Works,DDP,Site B - Delhi,Medium,0,Pending,Contracts Manager,CFO,,Vendor confirmed delivery,23.31,0.0
PO01556,VEN01571,Vendor 1571,CONT01083,Concrete Mixers,Concrete Mixers - Grade C,847,0,Quintal,2939.53,2489783.89,12,298774.07,0.0,0.0,2788557.96,2788557.96,509973.7,2278584.27,2025-08-09,,2025-11-04,,,0,Cancelled,Cancelled,Not Rated,Bank Guarantee,FOB,EXW,Main Office,Medium,1,Pending,Contracts Manager,Director,Vendor Request,Partial delivery acceptable,0.0,18.29
PO01557,VEN00661,Vendor 661,CONT01106,Concrete Mixers,Concrete Mixers - Grade C,417,417,Quintal,1719.03,716834.15,0,0.0,3.46,24801.78,716834.15,692032.37,692032.37,0.0,2025-07-31,2025-08-04,2026-01-10,2026-01-14,167.0,4,Completed,Delivered,Excellent,Against Delivery,Door Delivery,FOB,Distribution Center,Medium,0,Compliant,Site Engineer,Vice President,,Amendment requested,100.0,100.0
PO01558,VEN00107,Vendor 107,CONT00758,Steel Bars,Steel Bars - Grade Premium,4878,4878,Cubic Meter,1809.82,8828288.34,18,1589091.9,0.0,0.0,10417380.24,10417380.24,9294893.43,1122486.81,2024-12-08,2024-12-09,2025-03-03,2025-03-13,95.0,10,Delivered,Delivered,Excellent,"Advance 30%, Balance 70%",Ex-Factory,CIF,Distribution Center,Medium,1,Compliant,Materials Manager,Senior Manager,,Partial delivery acceptable,100.0,89.22
PO01559,VEN00904,Vendor 904,CONT01060,Sanitary Ware,Sanitary Ware - Grade Premium,6563,6563,Units,5700.55,37412725.72,0,0.0,4.4,1647781.43,37412725.72,35764944.29,35764944.29,0.0,2025-06-21,2025-06-25,2025-10-28,2025-10-26,127.0,0,Delivered,On Time,Below Average,30-60-90 days,Door Delivery,CIF,Site C - Bangalore,Medium,3,Compliant,Contracts Manager,Vice President,,As per contract terms,100.0,100.0
PO01560,VEN01521,Vendor 1521,CONT00207,Air Conditioners,Air Conditioners - Grade C,808,145,Square Meter,4518.7,3651108.22,28,1022310.3,9.95,363328.66,4673418.53,4310089.87,491933.84,3818156.03,2024-08-31,2024-09-05,2024-12-11,,,0,Delayed,Delayed,Not Rated,"Advance 30%, Balance 70%",DDP,CIF,Warehouse - Pune,Low,1,Pending,Purchase Manager,General Manager,,Complete delivery in one lot,17.95,11.41
PO01561,VEN01674,Vendor 1674,CONT01837,Solar Panels,Solar Panels - Grade A,1388,0,Meters,40260.71,55881862.59,0,0.0,8.29,4631022.82,55881862.59,51250839.77,0.0,51250839.77,2025-11-16,2025-11-21,2026-01-21,,,0,In Progress,In Transit,Not Rated,Bank Guarantee,Door Delivery,DAP,Distribution Center,Low,1,Pending,Materials Manager,Vice President,,Urgent delivery required,0.0,0.0
PO01562,VEN01574,Vendor 1574,,Structural Steel,Structural Steel - Grade B,4676,4676,Liters,3375.97,15786020.64,5,789301.03,8.68,1369828.74,16575321.67,15205492.93,15205492.93,0.0,2025-10-01,2025-10-07,2025-10-31,2025-11-11,41.0,11,Completed,Delivered,Excellent,Progress Payment,Ex-Factory,EXW,Factory - Gujarat,Low,1,Minor Issues,Project Manager,CFO,,As per contract terms,100.0,100.0
PO01563,VEN00810,Vendor 810,CONT01386,Lighting Fixtures,Lighting Fixtures - Grade Premium,199,199,Nos,4970.79,989188.14,0,0.0,0.0,0.0,989188.14,989188.14,989188.14,0.0,2025-06-09,2025-06-16,2025-11-23,2025-12-02,176.0,9,Completed,Delivered,Average,"Advance 20%, Balance 80%",DAP,DDP,Factory - Gujarat,Low,0,Compliant,Procurement Head,Vice President,,Vendor confirmed delivery,100.0,100.0
PO01564,VEN01985,Vendor 1985,CONT01990,Pumps,Pumps - Grade Premium,6658,0,Nos,9483.76,63142898.82,5,3157144.94,5.57,3519613.74,66300043.76,62780430.01,9147339.61,53633090.4,2025-12-31,2026-01-05,2026-06-26,,,0,In Progress,Not Started,Not Rated,Net 45 days,FCA,DAP,Site A - Mumbai,Medium,1,Pending,Materials Manager,General Manager,,Vendor confirmed delivery,0.0,14.57
PO01565,VEN01381,Vendor 1381,,Roofing Sheets,Roofing Sheets - Grade B,54,23,Liters,4402.17,237717.14,5,11885.86,5.81,13823.0,249603.0,235780.0,88538.17,147241.82,2025-10-07,2025-10-11,2026-03-22,2026-04-23,198.0,32,Partially Delivered,Delayed,Average,LC at Sight,CIF,EXW,Site B - Delhi,Low,1,Pending,Contracts Manager,Project Director,,Vendor confirmed delivery,42.59,37.55
PO01566,VEN00112,Vendor 112,CONT00481,PVC Pipes,PVC Pipes - Grade A,594,70,Sets,4668.24,2772931.79,18,499127.72,8.77,243128.98,3272059.52,3028930.54,659064.69,2369865.85,2024-12-15,2024-12-18,2025-04-01,,,0,On Hold,On Hold,Not Rated,Cash on Delivery,Ex-Factory,CIF,Factory - Gujarat,Medium,1,Pending,Procurement Head,General Manager,,,11.78,21.76
PO01567,VEN00665,Vendor 665,CONT01623,Pumps,Pumps - Grade B,3506,1000,Square Meter,7059.44,24750396.02,0,0.0,8.7,2153991.8,24750396.02,22596404.22,0.0,22596404.22,2025-09-08,2025-09-09,2025-12-26,,,0,On Hold,On Hold,Not Rated,"Advance 30%, Balance 70%",DDP,DAP,Main Office,Low,2,Pending,Materials Manager,Director,,As per contract terms,28.52,0.0
PO01568,VEN01113,Vendor 1113,CONT01948,Sanitary Ware,Sanitary Ware - Grade Standard,425,61,Liters,8050.55,3421484.29,18,615867.17,0.0,0.0,4037351.47,4037351.47,0.0,4037351.47,2025-11-04,2025-11-06,2026-04-30,,,0,On Hold,On Hold,Not Rated,Net 30 days,Delivered to Site,DAP,Site A - Mumbai,High,1,Pending,Project Manager,Project Director,,Complete delivery in one lot,14.35,0.0
